factor_id,original_source,formula_semantic_summary,existing_family,existing_mechanism,proposed_economic_theme,proposed_subtheme,raw_eligibility,composite_eligibility,direction_authority_status,horizon_window,measurement_type,unit_dimension,dated_availability,authoritative_semantics,known_accepted_residual,semantic_resolved,unresolved_status,source_reference,exact_duplicate_group,exact_relation_scope,dense_lag_family,dense_lag,candidate_representative_role,candidate_composite_role,candidate_hybrid_role,inclusion_exclusion_reason,coverage_scope,full_coverage,worst_era_coverage,coverage_A,coverage_B,coverage_C,coverage_D,infinite_fraction,legacy_cluster_id_0_7,legacy_cluster_id_0_85,legacy_cluster_id_0_95,legacy_cluster_id_0_995
alpha360_OPEN39,alpha360,"Qlib Alpha360 expression: Ref($open, 39)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_39,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,39,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9517591004440857,0.8935705293672852,0.9409701138331243,0.8935705293672852,0.9813869190604277,0.9973925125009457,0.0,e61e8bbb58b85dba1401,4c1c08d3dcfc0ff40558,bded87163fed4a9fb332,d1882d657075ba48a56b
alpha360_OPEN4,alpha360,"Qlib Alpha360 expression: Ref($open, 4)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_4,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,4,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9611591405006468,0.9141689885129232,0.9521134565973097,0.9141689885129232,0.9856124322832224,0.9979991608718679,0.0,fbcfce924ce2b3e665d6,10ab03ef9cf7699ad71e,97579789a904a6255f78,8de8f28d1ea1c41cfc54
alpha360_OPEN40,alpha360,"Qlib Alpha360 expression: Ref($open, 40)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_40,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,40,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9516318530978328,0.8932583694047718,0.9408379758404021,0.8932583694047718,0.9813245877744374,0.9973938881208344,0.0,e61e8bbb58b85dba1401,4c1c08d3dcfc0ff40558,aa3d8fb03aff0452da6a,dfaea578e30f18192ae3
alpha360_OPEN41,alpha360,"Qlib Alpha360 expression: Ref($open, 41)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_41,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,41,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9515071657573626,0.8929660182801421,0.9406969991859593,0.8929660182801421,0.9812677361619407,0.9973952637407232,0.0,e61e8bbb58b85dba1401,4c1c08d3dcfc0ff40558,aa3d8fb03aff0452da6a,41636a749bf9d0000b37
alpha360_OPEN42,alpha360,"Qlib Alpha360 expression: Ref($open, 42)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_42,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,42,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9513904596113911,0.8926784485991395,0.9405759095203877,0.8926784485991395,0.9812101995902575,0.9973980149805006,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,2814b13cf3cfa2e3a7c7,cb20b2ca5bc3735caf00
alpha360_OPEN43,alpha360,"Qlib Alpha360 expression: Ref($open, 43)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_43,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,43,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9512728499339669,0.8923895127913863,0.940452610189386,0.8923895127913863,0.9811540329369475,0.9974000784103336,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,2814b13cf3cfa2e3a7c7,3d00a10a5c56fa277785
alpha360_OPEN44,alpha360,"Qlib Alpha360 expression: Ref($open, 44)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_44,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,44,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9511550896679672,0.8921060414906355,0.9403262173267821,0.8921060414906355,0.9810971813244508,0.9974014540302224,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,8249de9fd7d941c9fbe6,28000ec70892021d8d79
alpha360_OPEN45,alpha360,"Qlib Alpha360 expression: Ref($open, 45)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_45,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,45,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9510412447049292,0.89181164117588,0.9402161759883613,0.89181164117588,0.9810410146711408,0.9974055808898885,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,8249de9fd7d941c9fbe6,b8f3c9093edca45a8388
alpha360_OPEN46,alpha360,"Qlib Alpha360 expression: Ref($open, 46)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_46,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,46,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9509307126905511,0.8915220223047514,0.940115415244747,0.8915220223047514,0.9809848480178308,0.9974055808898885,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,f3d8643e4a7562faeef6,5beb2314b44077cc90db
alpha360_OPEN47,alpha360,"Qlib Alpha360 expression: Ref($open, 47)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_47,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,47,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9508240959791344,0.891246064701129,0.9400146545011326,0.891246064701129,0.9809321061604545,0.9974062686998328,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,f3d8643e4a7562faeef6,1733a3b5823eac999a5c
alpha360_OPEN48,alpha360,"Qlib Alpha360 expression: Ref($open, 48)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_48,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,48,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9507179310334443,0.8909803530481362,0.9399108002259162,0.8909803530481362,0.9808773094255179,0.9974055808898885,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,18549a84594ba3a19eaa,a0f9321c0296140244ae
alpha360_OPEN49,alpha360,"Qlib Alpha360 expression: Ref($open, 49)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_49,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,49,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9506198978708281,0.890720788965521,0.9398312522704312,0.890720788965521,0.980816348057901,0.9974042052699998,0.0,e61e8bbb58b85dba1401,0f34420bf6deb7a69f7c,18549a84594ba3a19eaa,164c4496e5931b3dd4f2
alpha360_OPEN5,alpha360,"Qlib Alpha360 expression: Ref($open, 5)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_5,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,5,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9603580092792681,0.9124476688071596,0.9511982131761466,0.9124476688071596,0.9852336498529735,0.9978781063216612,0.0,1e4d503306f15d3a7192,51eebe34ff4681e7a9d7,41bdbca241aab511b201,612c738bfcc8b8028555
alpha360_OPEN50,alpha360,"Qlib Alpha360 expression: Ref($open, 50)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_50,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,50,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9505208105881839,0.8904748861504119,0.9397353527907633,0.8904748861504119,0.9807615513229644,0.9974035174600554,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,ab871b25367ba7b1a7c7,fa268cead9eff3de4840
alpha360_OPEN51,alpha360,"Qlib Alpha360 expression: Ref($open, 51)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_51,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,51,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9504236809570206,0.8902412784760583,0.9396403371772674,0.8902412784760583,0.980704014751281,0.9974007662202781,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,ab871b25367ba7b1a7c7,c280d8714b748ca92ed7
alpha360_OPEN52,alpha360,"Qlib Alpha360 expression: Ref($open, 52)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_52,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,52,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9503259489715553,0.8900124522453318,0.9395448796306853,0.8900124522453318,0.9806416834652907,0.9973959515506675,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,139a45fbd384ad1ac167,99981275f78b11604537
alpha360_OPEN53,alpha360,"Qlib Alpha360 expression: Ref($open, 53)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_53,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,53,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9502252052145812,0.8897904566483583,0.9394357221584365,0.8897904566483583,0.9805800371384871,0.9973911368810571,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,139a45fbd384ad1ac167,cdb825b3b03d50254c68
alpha360_OPEN54,alpha360,"Qlib Alpha360 expression: Ref($open, 54)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_54,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,54,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9501369603093691,0.8895670949246341,0.939363245132328,0.8895670949246341,0.9805211306484303,0.9973849465915579,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,26125719bd2fa2e774a2,92b16e27b7289d31b2d8
alpha360_OPEN55,alpha360,"Qlib Alpha360 expression: Ref($open, 55)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_55,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,55,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9500530824728451,0.8893560283416656,0.9392916519723915,0.8893560283416656,0.9804663339134938,0.9973808197318916,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,26125719bd2fa2e774a2,38a53942a7d1a86a3315
alpha360_OPEN56,alpha360,"Qlib Alpha360 expression: Ref($open, 56)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_56,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,56,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.949976282299367,0.8891470109488229,0.9392368522697241,0.8891470109488229,0.9804156469336774,0.9973766928722255,0.0,e88b0b2e8560b3953d66,65ee45bf83ffe981ce03,26125719bd2fa2e774a2,39109e47b99eddcb5949
alpha360_OPEN57,alpha360,"Qlib Alpha360 expression: Ref($open, 57)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_57,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,57,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9499043009603033,0.8889379935559801,0.9391948686265515,0.8889379935559801,0.9803683847497947,0.9973711903926707,0.0,e88b0b2e8560b3953d66,5747fe37574b3e22e149,cc4777fa6fc9a5f9feea,6cd93057366b847f2ac8
alpha360_OPEN58,alpha360,"Qlib Alpha360 expression: Ref($open, 58)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_58,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,58,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9498273501982498,0.8887173640857572,0.9391409527900562,0.8887173640857572,0.9803259172802189,0.9973684391528933,0.0,e88b0b2e8560b3953d66,5747fe37574b3e22e149,cc4777fa6fc9a5f9feea,836bea986a82cb98f025
alpha360_OPEN59,alpha360,"Qlib Alpha360 expression: Ref($open, 59)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_59,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,59,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9497594347507232,0.88852064183367,0.9390972014145395,0.88852064183367,0.9802868746065766,0.9973636244832828,0.0,e88b0b2e8560b3953d66,5747fe37574b3e22e149,cc4777fa6fc9a5f9feea,4030626c1e875f6499cc
alpha360_OPEN6,alpha360,"Qlib Alpha360 expression: Ref($open, 6)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_6,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,6,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9597422525942647,0.9110911049438077,0.9505132168928039,0.9110911049438077,0.9849356926067561,0.9977969447482272,0.0,1e4d503306f15d3a7192,51eebe34ff4681e7a9d7,febb61b5c06cca0eaf32,2f45337e1200e80092db
alpha360_OPEN7,alpha360,"Qlib Alpha360 expression: Ref($open, 7)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_7,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,7,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.959205554911371,0.9098868642131486,0.9499311910185055,0.9098868642131486,0.9846726682790606,0.9977281637537916,0.0,b7629c155c3211cfaec5,802716de7f5d647f7782,c923747db6f9067be042,f0802552698149a58494
alpha360_OPEN8,alpha360,"Qlib Alpha360 expression: Ref($open, 8)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_8,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,8,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9587090643781219,0.908778935418407,0.9493951261851541,0.908778935418407,0.9844212882575392,0.9976628218090777,0.0,b7629c155c3211cfaec5,d7b9777e0f6ceefffbc1,33f599c66c9a3959eb2f,4674117d6926f847877f
alpha360_OPEN9,alpha360,"Qlib Alpha360 expression: Ref($open, 9)/$close Alpha360 batch V4 passed.",PriceTrend,historical_open_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_9,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_OPEN,9,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9582413362627831,0.9077686846863339,0.9488749709428996,0.9077686846863339,0.9841719631135779,0.9976036701538631,0.0,b7629c155c3211cfaec5,c398c20da83e349dc94a,c1a67f226618d8806abd,8803e694e320e13c4477
alpha360_VWAP10,alpha360,"Qlib Alpha360 expression: Ref($vwap, 10)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_10,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,10,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9578067376340427,0.9068588442704303,0.948369399492484,0.9068588442704303,0.9839459265819646,0.9975486453583146,0.0,b7629c155c3211cfaec5,c398c20da83e349dc94a,68deb3342485271a8235,9c99f15bdf3176395c77
alpha360_VWAP11,alpha360,"Qlib Alpha360 expression: Ref($vwap, 11)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_11,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,11,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9574786051281433,0.9061511906136164,0.9479482372614998,0.9061511906136164,0.983823318887544,0.9975410794489267,0.0,dc7dc4ccc1bcc1a729c0,fbebd930c9eb3e21e9e7,348acb083a97f38304b9,2afcd506038b98c69f9f
alpha360_VWAP12,alpha360,"Qlib Alpha360 expression: Ref($vwap, 12)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_12,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,12,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.957176373857221,0.9054886191395723,0.9475712683391182,0.9054886191395723,0.9837055059074306,0.9975328257295945,0.0,dc7dc4ccc1bcc1a729c0,fbebd930c9eb3e21e9e7,3feeac74d6a6e78183e9,3d12abf43135c5f27ba1
alpha360_VWAP13,alpha360,"Qlib Alpha360 expression: Ref($vwap, 13)/$close Alpha360 batch V4 passed.",PriceTrend,historical_vwap_to_current_close_ratio,pending_review,pending_review,existing_anchor_input_only_new_arm_pending,pending_direction_and_group_review,not_imported_from_primary_outcomes_pending_external_definition_review,lag_13,ratio,ratio,inherit_canonical_contract_per_factor_event_rule_pending_mapping,factor_universe_v2_lineage_accepted_semantics,none,True,,Qlib expression inventory; lag/operator identity retained,,,alpha360_VWAP,13,pending_not_a_pool,pending_not_a_pool,pending_not_a_pool,inventory_only_no_selection,2010-01-29..2023-12-29_existing_feature_only_summary,0.9568682696318561,0.9048308291091556,0.9471735285616935,0.9048308291091556,0.9835897478048771,0.9975231963903735,0.0,dc7dc4ccc1bcc1a729c0,99abecbf5573d836c0b3,18f6eae7c23d7f5b60a1,25a316b552ab38763c96
