level,cluster_id,members,mechanisms,horizons,unresolved_members
0.95,f3d8643e4a7562faeef6,10,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_46"", ""lag_47""]",0
0.95,f54e5e62df1e43ff212a,1,"[""alpha158_ma""]","[""window_60""]",0
0.95,f5d2dba0f492ddc794d1,3,"[""alpha158_sumd"", ""alpha158_sumn"", ""alpha158_sump""]","[""window_30""]",0
0.95,f7aedb877cf6a252c2d2,1,"[""within_day_price_formation""]","[""name_window_20""]",0
0.95,f8bb4c7720f217c4a701,1,"[""alpha158_cord""]","[""window_10""]",0
0.95,fa2890a2cc225368682d,10,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_32"", ""lag_33""]",0
0.95,fbaab174b1d30cd2da92,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.95,fc53b630fdef94c9cc74,1,"[""historical_low_to_current_close_ratio""]","[""lag_5""]",0
0.95,fd72b786f0a7eb93f4f6,1,"[""return_continuation""]","[""unspecified""]",0
0.95,fe1cc9ff0bea07cd0ac3,3,"[""return_continuation""]","[""unspecified""]",0
0.95,febb61b5c06cca0eaf32,2,"[""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_6""]",0
0.95,ff0060069786e02a2fc9,1,"[""realized_or_residual_risk""]","[""unspecified""]",0
0.95,ff382c63050eae78fd72,1,"[""alpha158_min""]","[""window_20""]",0
0.995,001c3dcf6b9a48f57a67,1,"[""alpha158_min""]","[""window_5""]",0
0.995,0023c4fe77b52c52b7f2,13,"[""liquidity_or_speculative_activity"", ""mixed_formula_information"", ""price_anchor"", ""realized_or_residual_risk"", ""return_continuation""]","[""unspecified""]",3
0.995,01b40219ad52f369ade9,1,"[""historical_low_to_current_close_ratio""]","[""lag_50""]",0
0.995,021c9f985e366e0de673,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_6""]",0
0.995,0346c930b6da9feb2eb5,1,"[""historical_high_to_current_close_ratio""]","[""lag_44""]",0
0.995,04c44cc1db242bf454ac,1,"[""historical_open_to_current_close_ratio""]","[""lag_22""]",0
0.995,04d099c0d6f80a9931d2,1,"[""alpha158_rsv""]","[""window_60""]",0
0.995,05dfc03e5438877ddcb0,1,"[""historical_low_to_current_close_ratio""]","[""lag_28""]",0
0.995,05f31a2908653bfcd522,1,"[""historical_open_to_current_close_ratio""]","[""lag_11""]",0
0.995,06e4724c13eac8d534a2,1,"[""historical_low_to_current_close_ratio""]","[""lag_35""]",0
0.995,09b333d1eced136ffe86,1,"[""alpha158_ma""]","[""window_10""]",0
0.995,0a4619b74e630e60cf86,1,"[""return_continuation""]","[""unspecified""]",0
0.995,0a69c31621660d21e772,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_57""]",0
0.995,0c76d277d07fd3d6ec5d,1,"[""historical_open_to_current_close_ratio""]","[""lag_38""]",0
0.995,0d58d8b65be7711016a7,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_18""]",0
0.995,0ddfd1c7c63a283494ac,1,"[""Unusually intense or unstable trading can reflect attention and speculative overpricing under short-sale constraints.""]","[""name_window_20""]",0
0.995,0e7baeaf172d53e7c8a5,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_33""]",0
0.995,0f31a580edef05f30e7e,1,"[""historical_close_to_current_close_ratio""]","[""lag_16""]",0
0.995,1020f2d34ce4536fe8b7,1,"[""historical_close_to_current_close_ratio""]","[""lag_6""]",0
0.995,109daa6c9ef8dfbf4020,3,"[""alpha158_roc"", ""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_30"", ""window_30""]",0
0.995,118affab4565dc571f1e,1,"[""historical_open_to_current_close_ratio""]","[""lag_30""]",0
0.995,129217575f32e4ed8122,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_31""]",0
0.995,12fcc6d40c570b0c286b,1,"[""normalized_price_slope""]","[""window_10""]",0
0.995,141d63ff2986f956d32a,1,"[""lottery_preference""]","[""name_window_60""]",0
0.995,146ef802bb1424ba5fe1,1,"[""historical_low_to_current_close_ratio""]","[""lag_52""]",0
0.995,1549bc57fb7959d8c2e9,1,"[""return_continuation""]","[""unspecified""]",0
0.995,15bccdda56f44d6c954e,1,"[""historical_low_to_current_close_ratio""]","[""lag_20""]",0
0.995,164c4496e5931b3dd4f2,1,"[""historical_open_to_current_close_ratio""]","[""lag_49""]",0
0.995,16e4d7eba6abdba5fa60,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,1733a3b5823eac999a5c,1,"[""historical_open_to_current_close_ratio""]","[""lag_47""]",0
0.995,181131f17bd479b9b42d,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_26""]",0
0.995,1836f8f695d5feb1be16,2,"[""mixed_formula_information"", ""within_day_price_formation""]","[""unspecified""]",2
0.995,18cb3ba6311442251e84,1,"[""historical_low_to_current_close_ratio""]","[""lag_9""]",0
0.995,19268328b54e82b3c381,1,"[""alpha158_min""]","[""window_60""]",0
0.995,19cc2c431527aa1a06d8,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_37""]",0
0.995,1acdb566b64828ed3252,1,"[""historical_low_to_current_close_ratio""]","[""lag_3""]",0
0.995,1bf52e624e1d24d242db,1,"[""liquidity_or_speculative_activity""]","[""name_window_20""]",0
0.995,1cb5ae70952107981baf,1,"[""alpha158_imxd""]","[""window_60""]",0
0.995,1d3d85b9844b52c461c0,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,1dd74b76ddcdb3a9dc51,1,"[""historical_low_to_current_close_ratio""]","[""lag_38""]",0
0.995,1f7b8d8a08594ad5cba6,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,208cec3d0edfc0423e49,1,"[""channel_breakout_event""]","[""unspecified""]",1
0.995,211e7adc00e4c8056bb6,1,"[""liquidity_or_speculative_activity""]","[""name_window_20""]",0
0.995,21af19e53c7b130cc690,1,"[""alpha158_ma""]","[""window_30""]",0
0.995,21c094d991d549b915d5,1,"[""historical_close_to_current_close_ratio""]","[""lag_22""]",0
0.995,2446ce5e7eb869bcd22d,1,"[""normalized_price_slope""]","[""window_30""]",0
0.995,25a316b552ab38763c96,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_13""]",0
0.995,25df1203dd31f63bf6ea,2,"[""historical_close_to_current_close_ratio"", ""price_anchor""]","[""lag_12"", ""unspecified""]",0
0.995,2601402b2ea0651598b4,1,"[""historical_high_to_current_close_ratio""]","[""lag_9""]",0
0.995,268aa2b53f9b2846b8cb,1,"[""alpha158_qtlu""]","[""window_20""]",0
0.995,26b66b84e2eac97ca67c,3,"[""alpha158_vsumd"", ""alpha158_vsumn"", ""alpha158_vsump""]","[""window_20""]",0
0.995,270aab90881e94505cc8,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_47""]",0
0.995,27b46a52df377305dd47,1,"[""historical_high_to_current_close_ratio""]","[""lag_13""]",0
0.995,28000ec70892021d8d79,1,"[""historical_open_to_current_close_ratio""]","[""lag_44""]",0
0.995,28089b6967d19f6e1f6b,1,"[""liquidity_or_speculative_activity""]","[""name_window_20""]",0
0.995,283c0a8bed4026efdb61,1,"[""alpha158_imxd""]","[""window_20""]",0
0.995,2873c831d867c4625a01,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_50""]",0
0.995,2a1bb7de677b626226ff,1,"[""historical_high_to_current_close_ratio""]","[""lag_32""]",0
0.995,2a62888350c0cb56a22f,1,"[""normalized_price_slope""]","[""window_5""]",0
0.995,2a6ff4627ffc914b3150,1,"[""alpha158_min""]","[""window_20""]",0
0.995,2a9d3eb0b5c2356f4e90,2,"[""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_58""]",0
0.995,2aec0839a35e00bc3892,3,"[""alpha158_vsumd"", ""alpha158_vsumn"", ""alpha158_vsump""]","[""window_30""]",0
0.995,2afcd506038b98c69f9f,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_11""]",0
0.995,2b3d002537add8ed85bd,1,"[""historical_open_to_current_close_ratio""]","[""lag_35""]",0
0.995,2c2c5d00fa09f776c52f,1,"[""Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.""]","[""unspecified""]",0
0.995,2d4502e2f22dcb12866c,1,"[""within_day_price_formation""]","[""unspecified""]",1
0.995,2d45ac0065c78fe0521c,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_42""]",0
0.995,2e89265f61e9bec55479,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_56""]",0
0.995,2e96f96db9531bd84be2,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_19""]",0
0.995,2f45337e1200e80092db,1,"[""historical_open_to_current_close_ratio""]","[""lag_6""]",0
0.995,34289b567c616668a802,1,"[""return_continuation""]","[""unspecified""]",0
0.995,34a4f2f432a22139e30a,1,"[""historical_low_to_current_close_ratio""]","[""lag_43""]",0
0.995,3504209659e6ebf5243e,1,"[""historical_high_to_current_close_ratio""]","[""lag_25""]",0
0.995,358d75208b12edd6d8c3,3,"[""alpha158_roc"", ""historical_close_to_current_close_ratio"", ""return_continuation""]","[""lag_20"", ""name_window_20"", ""window_20""]",0
0.995,3590b6e33d625ead7e5a,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_55""]",0
0.995,36978b099b13f35c9f78,1,"[""historical_high_to_current_close_ratio""]","[""lag_19""]",0
0.995,3708276b86a4eb3e271e,1,"[""return_continuation""]","[""unspecified""]",0
0.995,38a53942a7d1a86a3315,2,"[""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_55""]",0
0.995,39078be26c126a16253f,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_25""]",0
0.995,39109e47b99eddcb5949,2,"[""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_56""]",0
0.995,3913794b10f341b31c2b,1,"[""historical_low_to_current_close_ratio""]","[""lag_51""]",0
0.995,3b9f92617f7a6ea88d27,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_17""]",0
0.995,3d00a10a5c56fa277785,1,"[""historical_open_to_current_close_ratio""]","[""lag_43""]",0
0.995,3d12abf43135c5f27ba1,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_12""]",0
0.995,3d1a6972aefeff2ca797,1,"[""historical_low_to_current_close_ratio""]","[""lag_24""]",0
0.995,3f5763e9f7dd83663199,2,"[""liquidity_or_speculative_activity""]","[""name_window_20""]",0
0.995,4028d26cac60a63a0651,1,"[""historical_high_to_current_close_ratio""]","[""lag_31""]",0
0.995,4030626c1e875f6499cc,2,"[""alpha158_roc"", ""historical_open_to_current_close_ratio""]","[""lag_59"", ""window_60""]",0
0.995,40e6ee1256b835ca4a2f,1,"[""historical_high_to_current_close_ratio""]","[""lag_23""]",0
0.995,4106bed86fd7a6b1eed4,1,"[""historical_high_to_current_close_ratio""]","[""lag_8""]",0
0.995,41251dab2d34c0b17b15,1,"[""historical_low_to_current_close_ratio""]","[""lag_1""]",0
0.995,41636a749bf9d0000b37,1,"[""historical_open_to_current_close_ratio""]","[""lag_41""]",0
0.995,4178e6d8867d185ce07d,1,"[""Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.""]","[""name_window_60""]",0
0.995,41eb086ec42546f58afa,1,"[""alpha158_imin""]","[""window_20""]",0
0.995,42a4dbef3c0dd43a0de6,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_16""]",0
0.995,42d0b6aff9772aedbe12,1,"[""historical_low_to_current_close_ratio""]","[""lag_45""]",0
0.995,43305fe4e331fe26c38b,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_43""]",0
0.995,43823a0576d9f1221e30,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_59""]",0
0.995,43fe79ec07ee0c58f7ce,1,"[""historical_high_to_current_close_ratio""]","[""lag_24""]",0
0.995,441d65ed10f07afea38c,1,"[""alpha158_qtld""]","[""window_30""]",0
0.995,457896c4d0dc7def40d3,1,"[""historical_low_to_current_close_ratio""]","[""lag_2""]",0
0.995,458b410f60bc42aa91d7,3,"[""alpha158_sumd"", ""alpha158_sumn"", ""alpha158_sump""]","[""window_10""]",0
0.995,4674117d6926f847877f,1,"[""historical_open_to_current_close_ratio""]","[""lag_8""]",0
0.995,46cbb80459d7150dd337,1,"[""historical_high_to_current_close_ratio""]","[""lag_33""]",0
0.995,485b903bd2e2ef697d02,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_15""]",0
0.995,487d1e21ff9853417ad0,1,"[""historical_high_to_current_close_ratio""]","[""lag_21""]",0
0.995,4a7132f860686375a0d3,2,"[""mixed_formula_information"", ""within_day_price_formation""]","[""unspecified""]",2
0.995,4ab09a58fe75a7272217,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_22""]",0
0.995,4b1e4c10cd819ec38598,1,"[""intraday_kup""]","[""same_day""]",0
0.995,4b2192a6d9ebea83e86e,1,"[""historical_high_to_current_close_ratio""]","[""lag_43""]",0
0.995,4b648b6cae2527f11cfd,1,"[""return_continuation""]","[""unspecified""]",0
0.995,4bd5e26e45acc58f5420,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_36""]",0
0.995,4cf19a32e1114da14ecb,1,"[""realized_or_residual_risk""]","[""name_window_20""]",0
0.995,4d089b9ec2eec6bbfc4a,1,"[""realized_or_residual_risk""]","[""name_window_20""]",0
0.995,4d8c7d623ae7fb6b07c4,1,"[""within_day_price_formation""]","[""name_window_20""]",0
0.995,4e10915579a6f8148d94,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_8""]",0
0.995,4f07a867832fb1e5f3bf,1,"[""alpha158_cord""]","[""window_10""]",0
0.995,4f8d55f9df820e7c7284,1,"[""alpha158_imax""]","[""window_30""]",0
0.995,4ff0b9d2dc21deee3469,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,50059b888163ab66aee1,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,50f4e2b35efc16fca9d4,1,"[""historical_high_to_current_close_ratio""]","[""lag_39""]",0
0.995,51258ce4be61a78db270,1,"[""historical_open_to_current_close_ratio""]","[""lag_29""]",0
0.995,51b703ae4cf9bdbe0dbd,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,52b845fdc3901cfabd83,1,"[""historical_low_to_current_close_ratio""]","[""lag_33""]",0
0.995,52cbcc1e7aa4ed5b78e6,1,"[""historical_low_to_current_close_ratio""]","[""lag_30""]",0
0.995,530384cde46c2129a31a,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_38""]",0
0.995,548aa251e470c1a24415,1,"[""Low total and residual risk, low extreme positive payoff and shallow drawdown capture defensive, lottery-preference and limits-to-arbitrage channels.""]","[""name_window_21""]",0
0.995,54c83998eeac17845b43,1,"[""return_continuation""]","[""unspecified""]",0
0.995,5513ccc59f2e87ad6e73,1,"[""historical_open_to_current_close_ratio""]","[""lag_24""]",0
0.995,55adf27ee110a274758a,1,"[""historical_high_to_current_close_ratio""]","[""lag_26""]",0
0.995,57bc08940da95f84d88a,1,"[""historical_low_to_current_close_ratio""]","[""lag_21""]",0
0.995,5803605e0c7779bab549,1,"[""return_continuation""]","[""unspecified""]",0
0.995,58afb3de956d8bd0822e,1,"[""historical_high_to_current_close_ratio""]","[""lag_6""]",0
0.995,59228537b3482834928d,1,"[""historical_open_to_current_close_ratio""]","[""lag_10""]",0
0.995,59ec6277b2c38af0bef2,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_21""]",0
0.995,5a1294d667e1e4495db8,1,"[""alpha158_ma""]","[""window_5""]",0
0.995,5b0d3fef240a6459f7f0,1,"[""Valuation ratios proxy a common cheapness dimension while earnings, book, sales, cash flow and distributions retain different accounting sensitivities.""]","[""unspecified""]",0
0.995,5b852bcedbadc5eea352,1,"[""historical_close_to_current_close_ratio""]","[""lag_8""]",0
0.995,5beb2314b44077cc90db,1,"[""historical_open_to_current_close_ratio""]","[""lag_46""]",0
0.995,5c4871a5af3b1c69b752,1,"[""alpha158_imxd""]","[""window_30""]",0
0.995,5c4e3993b9d2d6fe759d,1,"[""historical_open_to_current_close_ratio""]","[""lag_34""]",0
0.995,5c7f90c4a1ff8337c374,1,"[""historical_low_to_current_close_ratio""]","[""lag_47""]",0
0.995,5da88ac4bc6131745127,1,"[""historical_low_to_current_close_ratio""]","[""lag_31""]",0
0.995,5dd31285948d79a0ce96,1,"[""alpha158_resi""]","[""window_60""]",0
0.995,5e6d2ad2656feca9c247,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,5e8abf32fed9363dcdbe,1,"[""return_continuation""]","[""unspecified""]",0
0.995,5ec198603b5cbda9ec23,2,"[""mixed_formula_information"", ""within_day_price_formation""]","[""unspecified""]",2
0.995,612c738bfcc8b8028555,1,"[""historical_open_to_current_close_ratio""]","[""lag_5""]",0
0.995,6182bca166436bf26274,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,61bff22d7dffad914ca7,1,"[""historical_close_to_current_close_ratio""]","[""lag_17""]",0
0.995,621f894fed12b93ca949,1,"[""historical_open_to_current_close_ratio""]","[""lag_31""]",0
0.995,629b459ea056edcb338c,1,"[""realized_or_residual_risk""]","[""name_window_20""]",0
0.995,639fae6a65758640d4e3,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,641d894642cacf2e1e63,1,"[""return_continuation""]","[""unspecified""]",0
0.995,644fe6b02ad7526f7335,1,"[""historical_close_to_current_close_ratio""]","[""lag_15""]",0
0.995,64977f7e393bf818973d,1,"[""historical_low_to_current_close_ratio""]","[""lag_49""]",0
0.995,67016bb2c1805286e087,1,"[""historical_low_to_current_close_ratio""]","[""lag_14""]",0
0.995,6721dcc9baa649345f7f,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,6819f17426b15a6aaddf,1,"[""historical_low_to_current_close_ratio""]","[""lag_27""]",0
0.995,684d40643479fe56cf83,1,"[""alpha158_rank""]","[""window_20""]",0
0.995,6902e3a26f3a758d6204,1,"[""historical_low_to_current_close_ratio""]","[""lag_13""]",0
0.995,69684d8d7d22367f1a5c,1,"[""historical_high_to_current_close_ratio""]","[""lag_41""]",0
0.995,699ec0ac8a5ca56bf61a,1,"[""return_continuation""]","[""unspecified""]",0
0.995,6ac3d5e9ccb70d974bcb,1,"[""alpha158_max""]","[""window_5""]",0
0.995,6b3de5bfc866a0cb6b00,1,"[""historical_low_to_current_close_ratio""]","[""lag_42""]",0
0.995,6b96441dc99abc512f57,1,"[""liquidity_or_speculative_activity""]","[""unspecified""]",0
0.995,6c518a1831435b36bd0c,1,"[""historical_open_to_current_close_ratio""]","[""lag_18""]",0
0.995,6cd93057366b847f2ac8,2,"[""historical_close_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_57"", ""lag_58""]",0
0.995,6d40e78a131cbc9d0e6d,1,"[""return_continuation""]","[""unspecified""]",0
0.995,704c8d1b868c8ab5dfcd,1,"[""alpha158_rank""]","[""window_60""]",0
0.995,708453d85a7ae204b4b2,1,"[""historical_low_to_current_close_ratio""]","[""lag_41""]",0
0.995,70d695c0466b6ce16dfe,1,"[""alpha158_qtld""]","[""window_20""]",0
0.995,70dc3bf4c1a363dcbd44,1,"[""alpha158_imax""]","[""window_60""]",0
0.995,70f0204e4b59a48895f6,1,"[""return_continuation""]","[""unspecified""]",0
0.995,70f70d61d915d910d721,1,"[""short_horizon_overreaction""]","[""name_window_20_5""]",0
0.995,7193e6035babf4afc193,1,"[""historical_high_to_current_close_ratio""]","[""lag_37""]",0
0.995,722a91a2464476bd3879,1,"[""historical_low_to_current_close_ratio""]","[""lag_6""]",0
0.995,74bdd8d5509e4291c465,1,"[""historical_low_to_current_close_ratio""]","[""lag_32""]",0
0.995,75051713182f887b0b83,1,"[""return_continuation""]","[""unspecified""]",0
0.995,758a464652054052923e,1,"[""return_continuation""]","[""unspecified""]",0
0.995,75cee712b75bbcbc2ff2,1,"[""historical_low_to_current_close_ratio""]","[""lag_8""]",0
0.995,7660a1402f710c1a6ad4,1,"[""historical_low_to_current_close_ratio""]","[""lag_22""]",0
0.995,775fca1fbd5138a0dc49,1,"[""historical_low_to_current_close_ratio""]","[""lag_46""]",0
0.995,77de8075b5a50a3d11f3,1,"[""within_day_price_formation""]","[""name_window_20""]",0
0.995,79057194ab3e099f2a8b,1,"[""return_continuation""]","[""unspecified""]",0
0.995,798fba25053b6a13390e,1,"[""historical_open_to_current_close_ratio""]","[""lag_3""]",0
0.995,79952df2992578df6a64,1,"[""return_continuation""]","[""unspecified""]",0
0.995,7a24f910d284d2000a87,1,"[""historical_low_to_current_close_ratio""]","[""lag_4""]",0
0.995,7bbee534468d4839e0d3,1,"[""historical_low_to_current_close_ratio""]","[""lag_59""]",0
0.995,7bedb07cd4439301ab02,1,"[""historical_low_to_current_close_ratio""]","[""lag_12""]",0
0.995,7cca7726802188cf252f,1,"[""historical_open_to_current_close_ratio""]","[""lag_16""]",0
0.995,7cd089fe935ec604ce24,1,"[""realized_or_residual_risk""]","[""unspecified""]",0
0.995,7d8f646bd55a94c7526f,1,"[""alpha158_corr""]","[""window_20""]",0
0.995,7e540e74e6ee9db83a15,1,"[""historical_low_to_current_close_ratio""]","[""lag_34""]",0
0.995,7e94364880118cb84fed,1,"[""alpha158_qtlu""]","[""window_30""]",0
0.995,7f3c916e92ce16207739,1,"[""historical_open_to_current_close_ratio""]","[""lag_15""]",0
0.995,7f428e3964e0f3d887b4,1,"[""historical_low_to_current_close_ratio""]","[""lag_37""]",0
0.995,7f985eb448e830e130fa,1,"[""historical_close_to_current_close_ratio""]","[""lag_14""]",0
0.995,7f98d713a07e53a1b104,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_39""]",0
0.995,800c01e2c6dc62635a2c,1,"[""liquidity_or_speculative_activity""]","[""name_window_20""]",0
0.995,805969ad8578b1e3472e,1,"[""historical_low_to_current_close_ratio""]","[""lag_36""]",0
0.995,808219408c7bad9e2471,1,"[""historical_low_to_current_close_ratio""]","[""lag_29""]",0
0.995,81bfc98903edd5e52981,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_35""]",0
0.995,81c1bd9715c51f9bdc67,1,"[""historical_high_to_current_close_ratio""]","[""lag_5""]",0
0.995,82bcce09bc2024dba8bd,1,"[""alpha158_min""]","[""window_10""]",0
0.995,831d98108cef82725869,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,836bea986a82cb98f025,2,"[""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_58""]",0
0.995,83c3ab7fe46dbc2c850b,1,"[""alpha158_qtld""]","[""window_60""]",0
0.995,851fe3bee73c15486432,1,"[""Price impact per traded currency unit measures costly immediacy and possible illiquidity compensation.""]","[""name_window_20""]",0
0.995,860b4d060e2db9cf0c88,1,"[""historical_high_to_current_close_ratio""]","[""lag_22""]",0
0.995,8754630351bc153fc9bd,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_3""]",0
0.995,8794e046868fc68d9130,1,"[""historical_low_to_current_close_ratio""]","[""lag_39""]",0
0.995,87f9b20220583b84dee3,1,"[""historical_open_to_current_close_ratio""]","[""lag_28""]",0
0.995,8803e694e320e13c4477,1,"[""historical_open_to_current_close_ratio""]","[""lag_9""]",0
0.995,883799231fd35942ddb9,2,"[""historical_close_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_27""]",0
0.995,88924a19acdc16a7aab6,1,"[""return_continuation""]","[""unspecified""]",0
0.995,8ad4cc82f49af2928685,1,"[""realized_or_residual_risk""]","[""unspecified""]",0
0.995,8ae2fbf6f712e7fcc5e6,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_20""]",0
0.995,8b1b8a3355693cfef9d2,1,"[""alpha158_cord""]","[""window_5""]",0
0.995,8d3644d99bdfce0ca18c,3,"[""historical_close_to_current_close_ratio"", ""historical_high_to_current_close_ratio"", ""historical_vwap_to_current_close_ratio""]","[""lag_52""]",0
0.995,8de8f28d1ea1c41cfc54,1,"[""historical_open_to_current_close_ratio""]","[""lag_4""]",0
0.995,9226cf5da77330476c1d,1,"[""alpha158_ma""]","[""window_60""]",0
0.995,92b16e27b7289d31b2d8,2,"[""historical_low_to_current_close_ratio"", ""historical_open_to_current_close_ratio""]","[""lag_54""]",0
0.995,92cb9e44cbb37c1ca493,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_7""]",0
0.995,92ddb93a2cb7504c23ba,1,"[""alpha158_cord""]","[""window_30""]",0
0.995,9400ab941585b39bdcc1,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,94edb0b08782464e3777,1,"[""normalized_price_slope""]","[""window_20""]",0
0.995,950ed9cf0b71ae184e18,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,95626cd700881db07ef8,1,"[""historical_high_to_current_close_ratio""]","[""lag_30""]",0
0.995,95847fb1c3cfae1841e2,1,"[""historical_low_to_current_close_ratio""]","[""lag_25""]",0
0.995,95a8cc8666682250b7a3,1,"[""return_continuation""]","[""unspecified""]",1
0.995,963aaa8c7e25d871466f,3,"[""alpha158_roc"", ""historical_close_to_current_close_ratio"", ""return_continuation""]","[""lag_10"", ""name_window_10"", ""window_10""]",0
0.995,967539051fecb0a01e35,1,"[""alpha158_imax""]","[""window_20""]",0
0.995,97a90b9c5d46f2c944cc,3,"[""alpha158_sumd"", ""alpha158_sumn"", ""alpha158_sump""]","[""window_20""]",0
0.995,97e4aae8caf1c38e274e,1,"[""historical_open_to_current_close_ratio""]","[""lag_26""]",0
0.995,996c165a7ad99cefa71a,1,"[""alpha158_qtlu""]","[""window_60""]",0
0.995,99981275f78b11604537,1,"[""historical_open_to_current_close_ratio""]","[""lag_52""]",0
0.995,99cc2fba2c9e935b421d,1,"[""mixed_formula_information""]","[""unspecified""]",1
0.995,9a0e3adf7cf0d296d487,1,"[""alpha158_cntp""]","[""window_30""]",0
0.995,9ac05d83c3191c9b3332,1,"[""historical_open_to_current_close_ratio""]","[""lag_14""]",0
0.995,9be17b9f88e6f597809b,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_5""]",0
0.995,9beed40886ca039402d5,1,"[""historical_low_to_current_close_ratio""]","[""lag_57""]",0
0.995,9c99f15bdf3176395c77,1,"[""historical_vwap_to_current_close_ratio""]","[""lag_10""]",0
0.995,9cea1235c4eba854a20e,1,"[""historical_high_to_current_close_ratio""]","[""lag_46""]",0
0.995,9e215464f5adef45f703,1,"[""historical_high_to_current_close_ratio""]","[""lag_11""]",0
