alpha360_OPEN49,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_49,ratio,"Qlib Alpha360 expression: Ref($open, 49)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN5,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_5,ratio,"Qlib Alpha360 expression: Ref($open, 5)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN50,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_50,ratio,"Qlib Alpha360 expression: Ref($open, 50)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN51,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_51,ratio,"Qlib Alpha360 expression: Ref($open, 51)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN52,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_52,ratio,"Qlib Alpha360 expression: Ref($open, 52)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN53,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_53,ratio,"Qlib Alpha360 expression: Ref($open, 53)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN54,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_54,ratio,"Qlib Alpha360 expression: Ref($open, 54)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN55,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_55,ratio,"Qlib Alpha360 expression: Ref($open, 55)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN56,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_56,ratio,"Qlib Alpha360 expression: Ref($open, 56)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN57,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_57,ratio,"Qlib Alpha360 expression: Ref($open, 57)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN58,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_58,ratio,"Qlib Alpha360 expression: Ref($open, 58)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN59,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_59,ratio,"Qlib Alpha360 expression: Ref($open, 59)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN6,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_6,ratio,"Qlib Alpha360 expression: Ref($open, 6)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN7,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_7,ratio,"Qlib Alpha360 expression: Ref($open, 7)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN8,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_8,ratio,"Qlib Alpha360 expression: Ref($open, 8)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_OPEN9,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_9,ratio,"Qlib Alpha360 expression: Ref($open, 9)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME1,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_1,ratio,"Qlib Alpha360 expression: Ref($volume, 1)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME10,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_10,ratio,"Qlib Alpha360 expression: Ref($volume, 10)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME11,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_11,ratio,"Qlib Alpha360 expression: Ref($volume, 11)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME12,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_12,ratio,"Qlib Alpha360 expression: Ref($volume, 12)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME13,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_13,ratio,"Qlib Alpha360 expression: Ref($volume, 13)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME14,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_14,ratio,"Qlib Alpha360 expression: Ref($volume, 14)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME15,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_15,ratio,"Qlib Alpha360 expression: Ref($volume, 15)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME16,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_16,ratio,"Qlib Alpha360 expression: Ref($volume, 16)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME17,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_17,ratio,"Qlib Alpha360 expression: Ref($volume, 17)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME18,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_18,ratio,"Qlib Alpha360 expression: Ref($volume, 18)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME19,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_19,ratio,"Qlib Alpha360 expression: Ref($volume, 19)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME2,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_2,ratio,"Qlib Alpha360 expression: Ref($volume, 2)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME20,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_20,ratio,"Qlib Alpha360 expression: Ref($volume, 20)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME21,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_21,ratio,"Qlib Alpha360 expression: Ref($volume, 21)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME22,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_22,ratio,"Qlib Alpha360 expression: Ref($volume, 22)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME23,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_23,ratio,"Qlib Alpha360 expression: Ref($volume, 23)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME24,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_24,ratio,"Qlib Alpha360 expression: Ref($volume, 24)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME25,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_25,ratio,"Qlib Alpha360 expression: Ref($volume, 25)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME26,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_26,ratio,"Qlib Alpha360 expression: Ref($volume, 26)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME27,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_27,ratio,"Qlib Alpha360 expression: Ref($volume, 27)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME28,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_28,ratio,"Qlib Alpha360 expression: Ref($volume, 28)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME29,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_29,ratio,"Qlib Alpha360 expression: Ref($volume, 29)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME3,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_3,ratio,"Qlib Alpha360 expression: Ref($volume, 3)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME30,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_30,ratio,"Qlib Alpha360 expression: Ref($volume, 30)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME31,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_31,ratio,"Qlib Alpha360 expression: Ref($volume, 31)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME32,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_32,ratio,"Qlib Alpha360 expression: Ref($volume, 32)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME33,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_33,ratio,"Qlib Alpha360 expression: Ref($volume, 33)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME34,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_34,ratio,"Qlib Alpha360 expression: Ref($volume, 34)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME35,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_35,ratio,"Qlib Alpha360 expression: Ref($volume, 35)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME36,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_36,ratio,"Qlib Alpha360 expression: Ref($volume, 36)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME37,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_37,ratio,"Qlib Alpha360 expression: Ref($volume, 37)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME38,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_38,ratio,"Qlib Alpha360 expression: Ref($volume, 38)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME39,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_39,ratio,"Qlib Alpha360 expression: Ref($volume, 39)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME4,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_4,ratio,"Qlib Alpha360 expression: Ref($volume, 4)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME40,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_40,ratio,"Qlib Alpha360 expression: Ref($volume, 40)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME41,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_41,ratio,"Qlib Alpha360 expression: Ref($volume, 41)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME42,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_42,ratio,"Qlib Alpha360 expression: Ref($volume, 42)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME43,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_43,ratio,"Qlib Alpha360 expression: Ref($volume, 43)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME44,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_44,ratio,"Qlib Alpha360 expression: Ref($volume, 44)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME45,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_45,ratio,"Qlib Alpha360 expression: Ref($volume, 45)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME46,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_46,ratio,"Qlib Alpha360 expression: Ref($volume, 46)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME47,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_47,ratio,"Qlib Alpha360 expression: Ref($volume, 47)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME48,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_48,ratio,"Qlib Alpha360 expression: Ref($volume, 48)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME49,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_49,ratio,"Qlib Alpha360 expression: Ref($volume, 49)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME5,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_5,ratio,"Qlib Alpha360 expression: Ref($volume, 5)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME50,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_50,ratio,"Qlib Alpha360 expression: Ref($volume, 50)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME51,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_51,ratio,"Qlib Alpha360 expression: Ref($volume, 51)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME52,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_52,ratio,"Qlib Alpha360 expression: Ref($volume, 52)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME53,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_53,ratio,"Qlib Alpha360 expression: Ref($volume, 53)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME54,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_54,ratio,"Qlib Alpha360 expression: Ref($volume, 54)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME55,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_55,ratio,"Qlib Alpha360 expression: Ref($volume, 55)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME56,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_56,ratio,"Qlib Alpha360 expression: Ref($volume, 56)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME57,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_57,ratio,"Qlib Alpha360 expression: Ref($volume, 57)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME58,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_58,ratio,"Qlib Alpha360 expression: Ref($volume, 58)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME59,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_59,ratio,"Qlib Alpha360 expression: Ref($volume, 59)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME6,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_6,ratio,"Qlib Alpha360 expression: Ref($volume, 6)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME7,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_7,ratio,"Qlib Alpha360 expression: Ref($volume, 7)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME8,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_8,ratio,"Qlib Alpha360 expression: Ref($volume, 8)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VOLUME9,alpha360,False,Liquidity,Liquidity,historical_volume_to_current_volume_ratio,lag_9,ratio,"Qlib Alpha360 expression: Ref($volume, 9)/($volume+1e-12) Alpha360 batch V4 passed.",24,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP0,alpha360,False,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_0,ratio,Qlib Alpha360 expression: $vwap/$close Alpha360 batch V4 passed.,12,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP1,alpha360,False,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_1,ratio,"Qlib Alpha360 expression: Ref($vwap, 1)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP10,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_10,ratio,"Qlib Alpha360 expression: Ref($vwap, 10)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP11,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_11,ratio,"Qlib Alpha360 expression: Ref($vwap, 11)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP12,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_12,ratio,"Qlib Alpha360 expression: Ref($vwap, 12)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP13,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_13,ratio,"Qlib Alpha360 expression: Ref($vwap, 13)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP14,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_14,ratio,"Qlib Alpha360 expression: Ref($vwap, 14)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP15,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_15,ratio,"Qlib Alpha360 expression: Ref($vwap, 15)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP16,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_16,ratio,"Qlib Alpha360 expression: Ref($vwap, 16)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP17,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_17,ratio,"Qlib Alpha360 expression: Ref($vwap, 17)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP18,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_18,ratio,"Qlib Alpha360 expression: Ref($vwap, 18)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP19,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_19,ratio,"Qlib Alpha360 expression: Ref($vwap, 19)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP2,alpha360,False,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_2,ratio,"Qlib Alpha360 expression: Ref($vwap, 2)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP20,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_20,ratio,"Qlib Alpha360 expression: Ref($vwap, 20)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP21,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_21,ratio,"Qlib Alpha360 expression: Ref($vwap, 21)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP22,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_22,ratio,"Qlib Alpha360 expression: Ref($vwap, 22)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP23,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_23,ratio,"Qlib Alpha360 expression: Ref($vwap, 23)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP24,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_24,ratio,"Qlib Alpha360 expression: Ref($vwap, 24)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP25,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_25,ratio,"Qlib Alpha360 expression: Ref($vwap, 25)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP26,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_26,ratio,"Qlib Alpha360 expression: Ref($vwap, 26)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP27,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_27,ratio,"Qlib Alpha360 expression: Ref($vwap, 27)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
alpha360_VWAP28,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_28,ratio,"Qlib Alpha360 expression: Ref($vwap, 28)/$close Alpha360 batch V4 passed.",17,formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True
