factor_name,catalog_name,family,lag,category,expression,required_fields,missing_fields,field_status,source_project,source_file,source_function,source_commit,source_path
LOW55,alpha360_LOW55,LOW,55,alpha360_low_window,"Ref($low, 55)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW54,alpha360_LOW54,LOW,54,alpha360_low_window,"Ref($low, 54)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW53,alpha360_LOW53,LOW,53,alpha360_low_window,"Ref($low, 53)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW52,alpha360_LOW52,LOW,52,alpha360_low_window,"Ref($low, 52)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW51,alpha360_LOW51,LOW,51,alpha360_low_window,"Ref($low, 51)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW50,alpha360_LOW50,LOW,50,alpha360_low_window,"Ref($low, 50)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW49,alpha360_LOW49,LOW,49,alpha360_low_window,"Ref($low, 49)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW48,alpha360_LOW48,LOW,48,alpha360_low_window,"Ref($low, 48)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW47,alpha360_LOW47,LOW,47,alpha360_low_window,"Ref($low, 47)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW46,alpha360_LOW46,LOW,46,alpha360_low_window,"Ref($low, 46)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW45,alpha360_LOW45,LOW,45,alpha360_low_window,"Ref($low, 45)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW44,alpha360_LOW44,LOW,44,alpha360_low_window,"Ref($low, 44)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW43,alpha360_LOW43,LOW,43,alpha360_low_window,"Ref($low, 43)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW42,alpha360_LOW42,LOW,42,alpha360_low_window,"Ref($low, 42)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW41,alpha360_LOW41,LOW,41,alpha360_low_window,"Ref($low, 41)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW40,alpha360_LOW40,LOW,40,alpha360_low_window,"Ref($low, 40)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW39,alpha360_LOW39,LOW,39,alpha360_low_window,"Ref($low, 39)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW38,alpha360_LOW38,LOW,38,alpha360_low_window,"Ref($low, 38)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW37,alpha360_LOW37,LOW,37,alpha360_low_window,"Ref($low, 37)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW36,alpha360_LOW36,LOW,36,alpha360_low_window,"Ref($low, 36)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW35,alpha360_LOW35,LOW,35,alpha360_low_window,"Ref($low, 35)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW34,alpha360_LOW34,LOW,34,alpha360_low_window,"Ref($low, 34)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW33,alpha360_LOW33,LOW,33,alpha360_low_window,"Ref($low, 33)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW32,alpha360_LOW32,LOW,32,alpha360_low_window,"Ref($low, 32)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW31,alpha360_LOW31,LOW,31,alpha360_low_window,"Ref($low, 31)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW30,alpha360_LOW30,LOW,30,alpha360_low_window,"Ref($low, 30)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW29,alpha360_LOW29,LOW,29,alpha360_low_window,"Ref($low, 29)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW28,alpha360_LOW28,LOW,28,alpha360_low_window,"Ref($low, 28)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW27,alpha360_LOW27,LOW,27,alpha360_low_window,"Ref($low, 27)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW26,alpha360_LOW26,LOW,26,alpha360_low_window,"Ref($low, 26)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW25,alpha360_LOW25,LOW,25,alpha360_low_window,"Ref($low, 25)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW24,alpha360_LOW24,LOW,24,alpha360_low_window,"Ref($low, 24)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW23,alpha360_LOW23,LOW,23,alpha360_low_window,"Ref($low, 23)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW22,alpha360_LOW22,LOW,22,alpha360_low_window,"Ref($low, 22)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW21,alpha360_LOW21,LOW,21,alpha360_low_window,"Ref($low, 21)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW20,alpha360_LOW20,LOW,20,alpha360_low_window,"Ref($low, 20)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW19,alpha360_LOW19,LOW,19,alpha360_low_window,"Ref($low, 19)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW18,alpha360_LOW18,LOW,18,alpha360_low_window,"Ref($low, 18)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW17,alpha360_LOW17,LOW,17,alpha360_low_window,"Ref($low, 17)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW16,alpha360_LOW16,LOW,16,alpha360_low_window,"Ref($low, 16)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW15,alpha360_LOW15,LOW,15,alpha360_low_window,"Ref($low, 15)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW14,alpha360_LOW14,LOW,14,alpha360_low_window,"Ref($low, 14)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW13,alpha360_LOW13,LOW,13,alpha360_low_window,"Ref($low, 13)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW12,alpha360_LOW12,LOW,12,alpha360_low_window,"Ref($low, 12)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW11,alpha360_LOW11,LOW,11,alpha360_low_window,"Ref($low, 11)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW10,alpha360_LOW10,LOW,10,alpha360_low_window,"Ref($low, 10)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW9,alpha360_LOW9,LOW,9,alpha360_low_window,"Ref($low, 9)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW8,alpha360_LOW8,LOW,8,alpha360_low_window,"Ref($low, 8)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW7,alpha360_LOW7,LOW,7,alpha360_low_window,"Ref($low, 7)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW6,alpha360_LOW6,LOW,6,alpha360_low_window,"Ref($low, 6)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW5,alpha360_LOW5,LOW,5,alpha360_low_window,"Ref($low, 5)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW4,alpha360_LOW4,LOW,4,alpha360_low_window,"Ref($low, 4)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW3,alpha360_LOW3,LOW,3,alpha360_low_window,"Ref($low, 3)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW2,alpha360_LOW2,LOW,2,alpha360_low_window,"Ref($low, 2)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW1,alpha360_LOW1,LOW,1,alpha360_low_window,"Ref($low, 1)/$close","$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
LOW0,alpha360_LOW0,LOW,0,alpha360_low_window,$low/$close,"$close,$low",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP59,alpha360_VWAP59,VWAP,59,alpha360_vwap_window,"Ref($vwap, 59)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP58,alpha360_VWAP58,VWAP,58,alpha360_vwap_window,"Ref($vwap, 58)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP57,alpha360_VWAP57,VWAP,57,alpha360_vwap_window,"Ref($vwap, 57)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP56,alpha360_VWAP56,VWAP,56,alpha360_vwap_window,"Ref($vwap, 56)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP55,alpha360_VWAP55,VWAP,55,alpha360_vwap_window,"Ref($vwap, 55)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP54,alpha360_VWAP54,VWAP,54,alpha360_vwap_window,"Ref($vwap, 54)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP53,alpha360_VWAP53,VWAP,53,alpha360_vwap_window,"Ref($vwap, 53)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP52,alpha360_VWAP52,VWAP,52,alpha360_vwap_window,"Ref($vwap, 52)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP51,alpha360_VWAP51,VWAP,51,alpha360_vwap_window,"Ref($vwap, 51)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP50,alpha360_VWAP50,VWAP,50,alpha360_vwap_window,"Ref($vwap, 50)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP49,alpha360_VWAP49,VWAP,49,alpha360_vwap_window,"Ref($vwap, 49)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP48,alpha360_VWAP48,VWAP,48,alpha360_vwap_window,"Ref($vwap, 48)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP47,alpha360_VWAP47,VWAP,47,alpha360_vwap_window,"Ref($vwap, 47)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP46,alpha360_VWAP46,VWAP,46,alpha360_vwap_window,"Ref($vwap, 46)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP45,alpha360_VWAP45,VWAP,45,alpha360_vwap_window,"Ref($vwap, 45)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP44,alpha360_VWAP44,VWAP,44,alpha360_vwap_window,"Ref($vwap, 44)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP43,alpha360_VWAP43,VWAP,43,alpha360_vwap_window,"Ref($vwap, 43)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP42,alpha360_VWAP42,VWAP,42,alpha360_vwap_window,"Ref($vwap, 42)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP41,alpha360_VWAP41,VWAP,41,alpha360_vwap_window,"Ref($vwap, 41)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP40,alpha360_VWAP40,VWAP,40,alpha360_vwap_window,"Ref($vwap, 40)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP39,alpha360_VWAP39,VWAP,39,alpha360_vwap_window,"Ref($vwap, 39)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP38,alpha360_VWAP38,VWAP,38,alpha360_vwap_window,"Ref($vwap, 38)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP37,alpha360_VWAP37,VWAP,37,alpha360_vwap_window,"Ref($vwap, 37)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP36,alpha360_VWAP36,VWAP,36,alpha360_vwap_window,"Ref($vwap, 36)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP35,alpha360_VWAP35,VWAP,35,alpha360_vwap_window,"Ref($vwap, 35)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP34,alpha360_VWAP34,VWAP,34,alpha360_vwap_window,"Ref($vwap, 34)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP33,alpha360_VWAP33,VWAP,33,alpha360_vwap_window,"Ref($vwap, 33)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP32,alpha360_VWAP32,VWAP,32,alpha360_vwap_window,"Ref($vwap, 32)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP31,alpha360_VWAP31,VWAP,31,alpha360_vwap_window,"Ref($vwap, 31)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP30,alpha360_VWAP30,VWAP,30,alpha360_vwap_window,"Ref($vwap, 30)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP29,alpha360_VWAP29,VWAP,29,alpha360_vwap_window,"Ref($vwap, 29)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP28,alpha360_VWAP28,VWAP,28,alpha360_vwap_window,"Ref($vwap, 28)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP27,alpha360_VWAP27,VWAP,27,alpha360_vwap_window,"Ref($vwap, 27)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP26,alpha360_VWAP26,VWAP,26,alpha360_vwap_window,"Ref($vwap, 26)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP25,alpha360_VWAP25,VWAP,25,alpha360_vwap_window,"Ref($vwap, 25)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
VWAP24,alpha360_VWAP24,VWAP,24,alpha360_vwap_window,"Ref($vwap, 24)/$close","$close,$vwap",,available,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,E:/qlib_prj/qlib_clone/qlib/contrib/data/loader.py
