source,batch_id,name,category,source_project,source_file,source_function,source_commit,license,expected_direction,required_fields,labels,stage,enabled,runnable,compute_adapter,registry_name,notes,lineage_status,parent_v1_factor,canonical_replacement_for,evidence_tier,economic_family,economic_subfamily,candidate_status
alpha360,alpha360_014,alpha360_VWAP47,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP47,"Qlib Alpha360 expression: Ref($vwap, 47)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP47,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_014,alpha360_VWAP48,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP48,"Qlib Alpha360 expression: Ref($vwap, 48)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP48,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_014,alpha360_VWAP49,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP49,"Qlib Alpha360 expression: Ref($vwap, 49)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP49,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_014,alpha360_VWAP5,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP5,"Qlib Alpha360 expression: Ref($vwap, 5)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP5,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_014,alpha360_VWAP50,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP50,"Qlib Alpha360 expression: Ref($vwap, 50)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP50,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_014,alpha360_VWAP51,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP51,"Qlib Alpha360 expression: Ref($vwap, 51)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP51,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_014,alpha360_VWAP52,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP52,"Qlib Alpha360 expression: Ref($vwap, 52)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP52,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_014,alpha360_VWAP53,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP53,"Qlib Alpha360 expression: Ref($vwap, 53)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP53,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_014,alpha360_VWAP54,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP54,"Qlib Alpha360 expression: Ref($vwap, 54)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP54,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_014,alpha360_VWAP55,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP55,"Qlib Alpha360 expression: Ref($vwap, 55)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP55,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_015,alpha360_VWAP56,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP56,"Qlib Alpha360 expression: Ref($vwap, 56)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP56,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_015,alpha360_VWAP57,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP57,"Qlib Alpha360 expression: Ref($vwap, 57)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP57,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_015,alpha360_VWAP58,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP58,"Qlib Alpha360 expression: Ref($vwap, 58)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP58,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_015,alpha360_VWAP59,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP59,"Qlib Alpha360 expression: Ref($vwap, 59)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP59,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_015,alpha360_VWAP6,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP6,"Qlib Alpha360 expression: Ref($vwap, 6)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP6,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_015,alpha360_VWAP7,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP7,"Qlib Alpha360 expression: Ref($vwap, 7)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP7,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_015,alpha360_VWAP8,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP8,"Qlib Alpha360 expression: Ref($vwap, 8)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP8,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
alpha360,alpha360_015,alpha360_VWAP9,alpha360_vwap_window,qlib_alpha360,qlib/contrib/data/loader.py,Alpha360DL.get_feature_config,d5379c520f66a39953bad76234a7019a72796fd0,MIT,watch,"$close,$vwap","label_10d_t1,label_20d_t1",alpha360_adapter_v4_batch_passed,True,True,qlib_expression_adapter_pending,alpha360_VWAP9,"Qlib Alpha360 expression: Ref($vwap, 9)/$close Alpha360 batch V4 passed.",legacy_v1,alpha360_VWAP9,,A_or_B_legacy,PriceTrend,NormalizedLag,pre_network_data_correctness_candidate
project_basic,project_basic_001,amount_cv_20,liquidity,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,negative,$amount,"label_10d_t1,label_20d_t1",project_basic_available,True,True,factor_research.factor_library.add_basic_factors,amount_cv_20,20-day coefficient of variation of trading amount.,legacy_v1,amount_cv_20,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
project_basic,project_basic_001,amount_mean_20,liquidity,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,watch,$amount,"label_10d_t1,label_20d_t1",current_v4_seed,True,True,factor_research.factor_library.add_basic_factors,amount_mean_20,Existing V4 seed factor; liquidity exposure diagnostic.,legacy_v1,amount_mean_20,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
project_basic,project_basic_001,amount_std_20,liquidity,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,watch,$amount,"label_10d_t1,label_20d_t1",project_basic_available,True,True,factor_research.factor_library.add_basic_factors,amount_std_20,20-day trading amount volatility.,legacy_v1,amount_std_20,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
project_basic,project_basic_001,amplitude_20,risk,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,negative,"$high,$low,$close","label_10d_t1,label_20d_t1",project_basic_available,True,True,factor_research.factor_library.add_basic_factors,amplitude_20,20-day average intraday range.,legacy_v1,amplitude_20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
project_basic,project_basic_001,corr_ret_amount_20,price_volume,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,watch,"$close,$amount","label_10d_t1,label_20d_t1",project_basic_available,True,True,factor_research.factor_library.add_basic_factors,corr_ret_amount_20,20-day rolling correlation between return and trading amount.,legacy_v1,corr_ret_amount_20,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
project_basic,project_basic_001,corr_ret_volume_20,price_volume,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,watch,"$close,$volume","label_10d_t1,label_20d_t1",project_basic_available,True,True,factor_research.factor_library.add_basic_factors,corr_ret_volume_20,20-day rolling correlation between return and volume.,legacy_v1,corr_ret_volume_20,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
project_basic,project_basic_001,downside_std_20,risk,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,negative,$close,"label_10d_t1,label_20d_t1",current_v4_seed,True,True,factor_research.factor_library.add_basic_factors,downside_std_20,Existing V4 seed factor; downside volatility.,legacy_v1,downside_std_20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
project_basic,project_basic_001,max_drawdown_20,risk,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,negative,$close,"label_10d_t1,label_20d_t1",project_basic_available,True,True,factor_research.factor_library.add_basic_factors,max_drawdown_20,20-day rolling maximum drawdown.,legacy_v1,max_drawdown_20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
project_basic,project_basic_001,ret_10,momentum,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,watch,$close,"label_10d_t1,label_20d_t1",project_basic_available,True,True,factor_research.factor_library.add_basic_factors,ret_10,10-day return diagnostic.,legacy_v1,ret_10,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
project_basic,project_basic_001,ret_20,momentum,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,watch,$close,"label_10d_t1,label_20d_t1",project_basic_available,True,True,factor_research.factor_library.add_basic_factors,ret_20,20-day return diagnostic.,legacy_v1,ret_20,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
project_basic,project_basic_001,ret_5,momentum,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,watch,$close,"label_10d_t1,label_20d_t1",project_basic_available,True,True,factor_research.factor_library.add_basic_factors,ret_5,5-day return diagnostic.,legacy_v1,ret_5,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
project_basic,project_basic_001,rev_20_exclude_5,reversal,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,positive,$close,"label_10d_t1,label_20d_t1",current_v4_seed,True,True,factor_research.factor_library.add_basic_factors,rev_20_exclude_5,Existing V4 seed factor; medium reversal excluding latest 5 days.,legacy_v1,rev_20_exclude_5,,A_or_B_legacy,Reversal,ReturnReversal,pre_network_data_correctness_candidate
project_basic,project_basic_001,rev_5,reversal,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,positive,$close,"label_10d_t1,label_20d_t1",current_v4_seed,True,True,factor_research.factor_library.add_basic_factors,rev_5,Existing V4 seed factor; short-term reversal.,legacy_v1,rev_5,,A_or_B_legacy,Reversal,ReturnReversal,pre_network_data_correctness_candidate
project_basic,project_basic_001,std_20,risk,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,negative,$close,"label_10d_t1,label_20d_t1",current_v4_seed,True,True,factor_research.factor_library.add_basic_factors,std_20,Existing V4 seed factor; 20-day return volatility.,legacy_v1,std_20,,A_or_B_legacy,VolatilityRisk,RollingRiskOrPriceState,pre_network_data_correctness_candidate
project_basic,project_basic_001,volume_ratio_5_20,liquidity,qlib_baseline_basic,factor_research/factor_library.py,add_basic_factors,local,project,watch,$volume,"label_10d_t1,label_20d_t1",project_basic_available,True,True,factor_research.factor_library.add_basic_factors,volume_ratio_5_20,5-day volume average divided by 20-day average.,legacy_v1,volume_ratio_5_20,,A_or_B_legacy,Liquidity,VolumeAmount,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_ao,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_ao,Generated from ta wrapper smoke; coverage=0.790792 TA batch V4 passed.,legacy_v1,ta_momentum_ao,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_kama,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_kama,Generated from ta wrapper smoke; coverage=0.915621 TA batch V4 passed.,legacy_v1,ta_momentum_kama,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_ppo,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_ppo,Generated from ta wrapper smoke; coverage=0.858398 TA batch V4 passed.,legacy_v1,ta_momentum_ppo,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_ppo_hist,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_ppo_hist,Generated from ta wrapper smoke; coverage=0.813296 TA batch V4 passed.,legacy_v1,ta_momentum_ppo_hist,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_ppo_signal,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_ppo_signal,Generated from ta wrapper smoke; coverage=0.813296 TA batch V4 passed.,legacy_v1,ta_momentum_ppo_signal,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_pvo,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_pvo,Generated from ta wrapper smoke; coverage=0.858398 TA batch V4 passed.,legacy_v1,ta_momentum_pvo,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_pvo_hist,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_pvo_hist,Generated from ta wrapper smoke; coverage=0.813296 TA batch V4 passed.,legacy_v1,ta_momentum_pvo_hist,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_pvo_signal,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_pvo_signal,Generated from ta wrapper smoke; coverage=0.813296 TA batch V4 passed.,legacy_v1,ta_momentum_pvo_signal,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_roc,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_smoke_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_roc,Generated from ta wrapper smoke; coverage=0.925206 V4 smoke passed for selected TA adapter factor.,legacy_v1,ta_momentum_roc,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_rsi,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_smoke_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_rsi,Generated from ta wrapper smoke; coverage=0.926709 V4 smoke passed for selected TA adapter factor.,legacy_v1,ta_momentum_rsi,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_stoch,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_stoch,Generated from ta wrapper smoke; coverage=0.912755 TA batch V4 passed.,legacy_v1,ta_momentum_stoch,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_stoch_rsi,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_stoch_rsi,Generated from ta wrapper smoke; coverage=0.852619 TA batch V4 passed.,legacy_v1,ta_momentum_stoch_rsi,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_stoch_rsi_d,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_stoch_rsi_d,Generated from ta wrapper smoke; coverage=0.829692 TA batch V4 passed.,legacy_v1,ta_momentum_stoch_rsi_d,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_stoch_rsi_k,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_stoch_rsi_k,Generated from ta wrapper smoke; coverage=0.841156 TA batch V4 passed.,legacy_v1,ta_momentum_stoch_rsi_k,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_stoch_signal,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_stoch_signal,Generated from ta wrapper smoke; coverage=0.900446 TA batch V4 passed.,legacy_v1,ta_momentum_stoch_signal,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_tsi,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_tsi,Generated from ta wrapper smoke; coverage=0.790698 TA batch V4 passed.,legacy_v1,ta_momentum_tsi,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_uo,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_uo,Generated from ta wrapper smoke; coverage=0.820907 TA batch V4 passed.,legacy_v1,ta_momentum_uo,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_momentum_wr,ta_momentum,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close,$volume","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_momentum_wr,Generated from ta wrapper smoke; coverage=0.912755 TA batch V4 passed.,legacy_v1,ta_momentum_wr,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_trend_adx,ta_trend,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_trend_adx,Generated from ta wrapper smoke; coverage=0.967395 TA batch V4 passed.,legacy_v1,ta_trend_adx,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_trend_adx_neg,ta_trend,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_trend_adx_neg,Generated from ta wrapper smoke; coverage=0.967395 TA batch V4 passed.,legacy_v1,ta_trend_adx_neg,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_trend_adx_pos,ta_trend,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_trend_adx_pos,Generated from ta wrapper smoke; coverage=0.967395 TA batch V4 passed.,legacy_v1,ta_trend_adx_pos,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
ta,ta_001,ta_trend_aroon_down,ta_trend,ta,ta/wrapper.py,add_all_ta_features,a890410710a6e483c9ba08da7f3dd5089e4b9dff,MIT,watch,"$open,$high,$low,$close","label_10d_t1,label_20d_t1",ta_adapter_v4_batch_passed,True,True,factor_research.ta_source.compute_ta_features,ta_trend_aroon_down,Generated from ta wrapper smoke; coverage=0.839183 TA batch V4 passed.,legacy_v1,ta_trend_aroon_down,,A_or_B_legacy,MomentumTrend,TechnicalTrend,pre_network_data_correctness_candidate
