factor,canonical_factor_id,source,economic_family,primary_family,analysis_direction,direction_origin,rule_id,agreement,pass_count,backend_available_count,alphalens_candidate_status,jqfactor_candidate_status,qlib_candidate_status,alphalens_reasons,jqfactor_reasons,qlib_reasons,qlib_ic__mean,qlib_ic__valid_dates,annual_direction_agreement,alphalens_quantile_monotonicity_raw,alphalens_q5_minus_q1__mean,jqfactor_returns__mean,jqfactor_return_annual_direction_agreement,qlib_pearson__mean,qlib_long_short__mean,fdr_bh_q_value,fdr_by_q_value,ic_sample_coverage,direction_instability,regime_concentrated,warnings
alpha360_VWAP5,52d06ca792b157e2080bc5529d99836059f54a55696203f5e9e24d21ae7b2068,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.029569797405141193,3361,1.0,0.3,0.006366034481967003,0.00340308892862989,0.7142857142857143,0.01938933637371859,0.0031868337870427192,0.0012528455151405,0.0090427193914192,0.9402118021825808,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP50,2903d70718b80a7ba846e81d031bd3751759a51bc2f02e97d91e09bfa59a2b6d,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06385838624559528,3361,0.9285714285714286,0.9999999999999999,0.010600550072329278,0.004999759439222436,0.7857142857142857,0.03643973513881986,0.00531235968186469,0.0012528455151405,0.0090427193914192,0.9307837559728488,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP51,ec0b202d7518b0fda2d2504dbcc923a2e023140b8d9893124f97e3cc1bc786e0,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06358481242271045,3361,0.9285714285714286,0.9999999999999999,0.01052768826274211,0.004962265714650108,0.7857142857142857,0.036245902985239754,0.005269934615780859,0.0012528455151405,0.0090427193914192,0.9306943432025836,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP52,0c287881079cfd230295372561324444669621b484b2cb77cebe06c47b2bb21a,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06327497237912848,3361,0.9285714285714286,0.9999999999999999,0.010440111808697815,0.00492095315507861,0.7857142857142857,0.03594236873337605,0.005226459701152326,0.0012528455151405,0.0090427193914192,0.9306049304323183,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP53,d312c3c287a6a9f57d3306630fc712fac8b242347db0c4d399cde6c9df3d871d,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06287059139486442,3361,0.9285714285714286,0.9999999999999999,0.010338663721578314,0.004873609157449093,0.7857142857142857,0.035561939203659985,0.005180940199195363,0.0012528455151405,0.0090427193914192,0.9305073341203678,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP54,a4b1dc97d11f526e7bb6ade2950e68eb36eebc531b475115160c775999064687,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06246815809143693,3361,0.9285714285714286,0.9999999999999999,0.010269478855941969,0.004829939370876145,0.7857142857142857,0.03522593578075393,0.0051437111726873085,0.0012528455151405,0.0090427193914192,0.9304253471564465,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP55,86c923ab0402f5fcbcc2a9d8b7e15e247921afcbd09717e026aaae523cdacbce,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.062143617757683484,3361,0.9285714285714286,0.9999999999999999,0.01017933714169279,0.004798916853412399,0.7857142857142857,0.0349436066431469,0.005094220302005189,0.0012528455151405,0.0090427193914192,0.9303513921871425,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP56,5ad4e2cf12ab264e828401e16ad60e4b92627da377a292403053cf77c17a60d6,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06183789590797164,3361,0.9285714285714286,0.9999999999999999,0.01013352024010444,0.004770325570456061,0.7857142857142857,0.034679223383810055,0.005071537832921164,0.0012528455151405,0.0090427193914192,0.9302892578891615,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP57,ad6204301be47b9a1f48de4988af01d185f259d69a95c076cca157cbcef5d45c,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06151333056290644,3361,0.9285714285714286,0.9999999999999999,0.010034280019396857,0.00474376531554049,0.7857142857142857,0.03443380215070623,0.005020847441814391,0.0012528455151405,0.0090427193914192,0.9302256081204981,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP58,acc8ef0e881e5ca8f6fee70708cf4b7b7549e4ac520dddfca27e2a2257d48f7d,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06116710221463684,3361,0.9285714285714286,0.9999999999999999,0.009941591000465653,0.004709897633896274,0.7857142857142857,0.034135517452181796,0.004975095105622466,0.0012528455151405,0.0090427193914192,0.9301539263572176,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP59,fa94bb2ab7743340b43453773e1a6c61ab7612c2ef5e62c96084081fc7386cc5,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.06086132467091859,3361,0.9285714285714286,0.9999999999999999,0.009915254971779393,0.004678850316365628,0.7857142857142857,0.03389002138340186,0.004964533785589008,0.0012528455151405,0.0090427193914192,0.9300972477536936,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP6,5743b1528fe4f3555e81d8a1035e117647866799627347f9db307fa32d58c5ca,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.031793843004568584,3361,1.0,0.3,0.006601058118658377,0.003514947373993388,0.7142857142857143,0.02047301909223602,0.003302767006583188,0.0012528455151405,0.0090427193914192,0.939619707786943,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP7,91c85c0d2a8cd3769d432910e8632b0943e9be7fa0b36250acf2fea958711b01,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.03440230564924673,3361,1.0,0.3,0.007053083453534009,0.003692181011196237,0.7142857142857143,0.021884775589211796,0.0035312349754497083,0.0012528455151405,0.0090427193914192,0.9391056601314519,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP8,e334cf9c98ac7cbfdfcbfdbc47e96fc27562be727c8b20c7a8ce72767d3b6d57,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.037130416071873604,3361,1.0,0.3,0.007586736628980902,0.0039063447546544335,0.7142857142857143,0.02338554532609999,0.0037996077265668162,0.0012528455151405,0.0090427193914192,0.9386269229428622,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
alpha360_VWAP9,5c5b0c2f0897a7177b453fab69e07d3abdf9626d304e8f1b32badf580491f8ae,alpha360,PriceTrend,TechnicalPriceVolume,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.03999967824782677,3361,1.0,0.39999999999999997,0.008099662683589174,0.004132667056923807,0.7142857142857143,0.024970170271248912,0.004056476947652642,0.0012528455151405,0.0090427193914192,0.9381801621856725,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
amount_cv_20,79151ff25fcc88bd15d1f2911c5190f3babf6499cdbf30d7ffa027edc9d5f80b,project_basic,Liquidity,LiquidityTrading,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,-0.04966368075524711,3361,1.0,-0.9999999999999999,-0.009504479144307411,-0.005165603006237503,0.8571428571428571,-0.039946391336149446,-0.004757735516920174,0.0012528455151405,0.0090427193914192,0.8707696014766746,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
amount_mean_20,bbfc5193891a58e280f6e657bca0e5fff446e3c323d69684bc48acd58ec4006e,project_basic,Liquidity,LiquidityTrading,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,-0.08914600843722979,3361,0.8571428571428571,-0.9999999999999999,-0.017669031388100564,-0.0069916592801981415,0.7857142857142857,-0.026591904695530886,-0.008840276934978058,0.0012528455151405,0.0090427193914192,0.8707696014766746,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
amount_std_20,a0425bd43df588ca71b002598c099444a4d2e6579efd64568a464469ab2f9fb4,project_basic,Liquidity,LiquidityTrading,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,-0.1010069474357297,3361,1.0,-0.9999999999999999,-0.019765318127083185,-0.008170224732642737,0.9285714285714286,-0.034269171074560935,-0.009889204421903715,0.0012528455151405,0.0090427193914192,0.8707696014766746,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
amplitude_20,d28a7bbc93ac17397f7b09b36a82fdd7f2e85703cc0b838f74ed895da369ab4c,project_basic,VolatilityRisk,RiskLottery,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.07676839829736234,3361,0.9285714285714286,-0.3,-0.006441211646184272,-0.0038166775945450847,0.8571428571428571,-0.04083638252205794,-0.0032253415158643812,0.0012528455151405,0.0090427193914192,0.8707696014766746,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
corr_ret_amount_20,74e3ce83a3bbf0bc650be870dd093549a0f47a041dcb46d1d42c506e2cf85ad0,project_basic,Liquidity,LiquidityTrading,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,-0.03905799625516553,3361,1.0,-0.9999999999999999,-0.006021328360381648,-0.002652870990609895,0.8571428571428571,-0.024231325144897075,-0.0030057283250379736,0.0012528455151405,0.0090427193914192,0.867067155052352,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
corr_ret_volume_20,75d77c100f3bab682a4b5bfadec7c155a8d218b30f2635f129078d8d5e3a17b2,project_basic,Liquidity,LiquidityTrading,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,-0.041831546941767876,3361,1.0,-0.9999999999999999,-0.006511140122476246,-0.002909490492154639,0.8571428571428571,-0.026180809215751586,-0.0032583276330570878,0.0012528455151405,0.0090427193914192,0.867067155052352,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha003,6b200218b9fe081051c569fafb4dec4f88e862fa18bf1704c1b8fe6bf3220e3e,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.039883255971506534,3361,0.9285714285714286,0.9999999999999999,0.00851159019576017,0.0035633007221958324,0.9285714285714286,0.029974203678841432,0.004299115858541333,0.0012528455151405,0.0090427193914192,0.9506877963692354,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha004,a2a0621b3b850724841d133a4a68e79924fdf5b815db1a7ef443f41f99b831c1,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.031001754120918244,3361,1.0,0.8999999999999998,0.004043357286631973,0.0022677862070013413,0.7857142857142857,0.020293034948090642,0.0024716051208029345,0.0012528455151405,0.0090427193914192,0.9110139862789285,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha005,701f72673453c8de8a5a962243ba7a6fde82caeac38b4f201ebb4dce51c62b71,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.02676199478084796,3361,0.7857142857142857,0.9999999999999999,0.006228638834869489,0.0027516756911411615,0.7857142857142857,0.022110103022803525,0.0031173145837391815,0.0012528455151405,0.0090427193914192,0.9065956315042107,True,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha006,1fb962de27252875ce69b933a01d315954a8a432d0bfbceab8da5452b10c453f,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.03134972986301284,3361,0.8571428571428571,0.9999999999999999,0.007092827771500558,0.0029533667200238017,0.7857142857142857,0.025462221215733806,0.003524030830282742,0.0012528455151405,0.0090427193914192,0.9506877963692354,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha007,36a7fe1c49153d021f4deab1b5325ad6429502e422948e48a6d4a4661e68ad4e,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,minimum_1260_quantile_dates;positive_directional_quantile_spread;directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.028110549093355485,3361,1.0,-0.3,-0.0011892958664582664,0.0036715689640742064,0.7857142857142857,0.019655663798348596,0.0022476579293254396,0.0012528455151405,0.0090427193914192,0.8044797313373574,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha011,75dc4e82af1f9843ca697d98f68b8438c50e1e9701ff1107994aa6099a6a445d,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.025523006330821975,3361,0.7857142857142857,0.7,0.0062992093617988704,0.0015947160397020792,0.7857142857142857,0.012212371798699917,0.003154365308716707,0.0012528455151405,0.0090427193914192,0.9335062990538917,True,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha011_canonical_vwap_v2,7844ae8da70a14eeecafd66c32e01a364fcc750cd3b38821fec6162c16e9f2af,alpha101,TradingBehavior,TradingBehavior,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.0222752893261258,3361,1.0,0.3,0.0051942220227424426,0.0017361529543528733,0.8571428571428571,0.013875677658705093,0.0026041532084796885,0.0012528455151405,0.0090427193914192,0.9335062990538917,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha012,a78ae1ce3d496e6c7ac2c097b48fb23df1768aa5684c30a075b6f12305317019,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.03068922455606461,3361,1.0,0.7,0.005867612643941438,0.0031647647429613244,0.9285714285714286,0.01589126244129368,0.0029343575722835954,0.0012528455151405,0.0090427193914192,0.9426889905601331,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha013,06cc60ea52a17f7a7017471bf17abc93c32d2586f20d5410d403ae13e586519d,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.05103763278252893,3361,1.0,0.9999999999999999,0.008985335459718078,0.003552203575563478,0.9285714285714286,0.0331658178335937,0.0044947593465585675,0.0012528455151405,0.0090427193914192,0.9289486725234557,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha014,78a36daad7339ec5c694578d26832c6d878dc611526c9bcf2afbeaa859d11670,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.023956843000880926,3361,0.8571428571428571,0.8999999999999998,0.00618632533666258,0.002839524644716833,0.8571428571428571,0.022542359624296165,0.00304800514461406,0.0012528455151405,0.0090427193914192,0.9311309503062009,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha015,d7d2868696b6f792a384e6da6c6ffbb7049028da119cc25a27482dd292ec1895,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.038265512423164845,3361,1.0,0.9999999999999999,0.006838179089522548,0.0029327594628168123,0.9285714285714286,0.025874076215758535,0.0034230723437648925,0.0012528455151405,0.0090427193914192,0.9380642286784641,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha016,2799af628cd3867e8058fb7a64f2ba6155dcab84f85985a362d398cde821b16f,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.04910821314724099,3361,1.0,0.9999999999999999,0.00840729984099007,0.0032131066905872,0.9285714285714286,0.03042823283722503,0.004208283872177174,0.0012528455151405,0.0090427193914192,0.9289486725234557,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha024,bec74c39fdd85e2b8fb7109635737f50d625bc074ac35c5ce754558e905ea434,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,0.022845684130608362,3361,0.9285714285714286,0.7,0.00557536115809298,0.0035998389613603704,0.8571428571428571,0.015741749431107278,0.0028593013393808406,0.0012528455151405,0.0090427193914192,0.9380324037941324,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha026,9fd09882f67c6255f632e3ed4e9a1af29fab3b32c4babaaa8344f87954dd073a,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.0339360976740849,3361,1.0,0.9999999999999999,0.006881758243838892,0.0025089589695496298,0.7857142857142857,0.021300664833536744,0.003335607939259294,0.0012528455151405,0.0090427193914192,0.9506877963692354,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha035,7803f072519ff2fd85228b641fb3bf9ac5a29a7c12ff1600c827d0f092c19eed,alpha101,Multi,OpaqueMultiInput,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,2/3,2,3,fail,pass,pass,positive_directional_quantile_spread;directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,-0.02496112553627125,3361,0.9285714285714286,0.3,2.240667638832076e-05,-0.004400476276283405,0.8571428571428571,-0.025750594404181485,-0.0016482936498005186,0.0012528455151405,0.0090427193914192,0.814749621511197,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha040,a338d5cc89fa0fda4a6eef94e5be1acb1e690a84d1c3956a492ec589eaaad97a,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.07382566152845518,3361,1.0,0.9999999999999999,0.013903384721210383,0.006209333412327674,1.0,0.05310486931074118,0.006958031347793817,0.0012528455151405,0.0090427193914192,0.9065956315042107,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha041,15513fab4d38a29a78e17a4204ae2fe1f61c3298ab4896e998f062d047b5e513,alpha101,Multi,OpaqueMultiInput,-1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,-0.026721679837764918,3361,0.7857142857142857,-0.9999999999999999,-0.006286659120187397,-0.002445548051583529,0.7857142857142857,-0.010759629277693087,-0.0031450778562869606,0.0012528455151405,0.0090427193914192,0.9473208751540098,True,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha042,29f08fcd3df2e038244946a6bf07a827b12c9c55000bbd201df71e4abff3cabb,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.02715974880688928,3361,0.7857142857142857,0.9999999999999999,0.0063737028079776,0.0029739176991788363,0.7142857142857143,0.006016033681593035,0.003190186965056615,0.0012528455151405,0.0090427193914192,0.9473208751540098,True,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha042_canonical_vwap_v2,114c08f32a394da0416962969c3a0a05da8720181aeef564a179cf3ae7b45e70,alpha101,TradingBehavior,TradingBehavior,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.03594670500522746,3361,0.7857142857142857,0.9999999999999999,0.009379136711465398,0.0035495464881513086,0.7142857142857143,0.007520759907739879,0.004696030456644178,0.0012528455151405,0.0090427193914192,0.9473208751540098,True,False,direction_instability;raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
kunquant_alpha101_alpha044,d26ed8fe2b4039a1be727d0a9e5066af34f557b30bdb33bf4a3946254b0e1572,alpha101,Multi,OpaqueMultiInput,1.0,development_data_derived_not_economic_prior,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b,3/3,3,3,pass,pass,pass,all_conditions_pass,all_conditions_pass,all_conditions_pass,0.04877548223524857,3361,1.0,0.9999999999999999,0.010378133872092094,0.004039034353103334,0.9285714285714286,0.03439762719193306,0.005170349740971443,0.0012528455151405,0.0090427193914192,0.9506877963692354,False,False,raw_universe_no_tradability_cost_test;correlated_native_profiles;development_derived_direction;recent_diagnostic_not_run
