factor,source,canonical_factor_id,economic_family,economic_subfamily,agreement,pass_count,analysis_direction,qlib_ic__mean,annual_direction_agreement,worst_directional_era_mean,fdr_by_q_value,ic_sample_coverage,quantile_dates,alphalens_quantile_monotonicity_raw,alphalens_q1__mean,alphalens_q2__mean,alphalens_q3__mean,alphalens_q4__mean,alphalens_q5__mean,era_A_mean_raw,era_B_mean_raw,era_C_mean_raw,era_D_mean_raw,alphalens_reasons,jqfactor_reasons,qlib_reasons,direction_instability,regime_concentrated,low_sample_coverage,by_sensitivity_not_significant,review_recommendation,structural_group_hint,existing_flags,opposite_annual_periods,review_notes,reviewer,user_decision,scope,basis_rule_id
alpha360_VOLUME43,alpha360,5829ba5d55d2afc70b2d57afab6fe7780594f4c6dad9fe625ca7610c096aa0b1,Liquidity,VolumeAmount,1/3,1,1.0,0.04067649847654839,1.0,0.02605150292517677,0.0090427193914192,0.9314654146858202,3361,0.3,0.000861521677553815,0.00803439561243901,0.008959373160412246,0.00862648167714117,0.007711572064131877,0.04290346051130261,0.040294577708262606,0.02605150292517677,0.052431522623042265,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME44,alpha360,99693770d06ab562cbffeb5cfe74313ee586c1081dae7b327ef4b9f741a5d7a2,Liquidity,VolumeAmount,1/3,1,1.0,0.04120622769594748,0.9285714285714286,0.027280477722538433,0.0090427193914192,0.9313588770968432,3361,0.3,0.0008676689548817719,0.007973629536922506,0.008825334354659521,0.008794329079213117,0.007715026609761691,0.043476620699093915,0.039840268508135795,0.027280477722538433,0.05318512394709911,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,2020,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME45,alpha360,b5fb2fb61cbd9cce1cd26b88b7250dd990b4ab7eca911f0489e16277e497c0c4,Liquidity,VolumeAmount,1/3,1,1.0,0.04153721939994309,0.9285714285714286,0.028084527475667864,0.0090427193914192,0.9312487023782281,3361,0.39999999999999997,0.0007968875846127742,0.008115349235409809,0.008714488772776235,0.008818934282985172,0.007715778870132159,0.043981901246690026,0.03967284896587111,0.028084527475667864,0.05324922905899764,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,2020,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME46,alpha360,89af86653f22da528d154caf875427ad00bbd93b6281be28ffd2127ae78aba9c,Liquidity,VolumeAmount,1/3,1,1.0,0.04186150818231581,0.9285714285714286,0.028591001395660988,0.0090427193914192,0.9311479235778444,3361,0.39999999999999997,0.0007448664419887194,0.008302543081493098,0.008568481054421501,0.00881466115808737,0.0077200159129703185,0.044312277652175686,0.04036541189854415,0.028591001395660988,0.05299301591097878,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,2020,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME47,alpha360,42786bab3ceb0378f22cbe5aed49fd7ad3173daf081b97d352061be523e92ff0,Liquidity,VolumeAmount,1/3,1,1.0,0.042282136896406086,0.9285714285714286,0.029610525074063032,0.0090427193914192,0.931046690136256,3361,0.3,0.0007981905407598234,0.00808800052071183,0.008813188094685705,0.008691164065407384,0.007770988458322393,0.04500226661779655,0.04027821768543024,0.029610525074063032,0.052865749835677926,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,2020,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME48,alpha360,f841f1242fba10d70b5d81c0bd128aa7745041f84db89095e5a7c839b6aa73e4,Liquidity,VolumeAmount,1/3,1,1.0,0.04253119684207289,0.9285714285714286,0.030275119196616736,0.0090427193914192,0.9309553072541035,3361,0.3,0.0008167518092457095,0.008112231075617385,0.008763668009703676,0.008727786409305662,0.0077465495979487965,0.04524203416726093,0.04098688614646635,0.030275119196616736,0.05222431749563898,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,2020,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME49,alpha360,40916e79b6193d3d283fcfc7f229e9368b3e093920260a1c97d7bc8c587946c9,Liquidity,VolumeAmount,1/3,1,1.0,0.042903148144988086,1.0,0.031239402939069322,0.0090427193914192,0.9308681676898619,3361,0.3,0.0007609368961007335,0.008098206814692135,0.008926520766774117,0.008571695752442886,0.007813725932487834,0.04573337343230491,0.0414183062777353,0.031239402939069322,0.051720399532212975,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME5,alpha360,e705d294ac9397e0babb7d0e8710ae78e38c9a755e5771bec7e3deb2b83f8b55,Liquidity,VolumeAmount,0/3,0,1.0,0.007610910729111521,0.8571428571428571,0.004037254238509667,0.0256560875756547,0.9402118021825808,3361,0.09999999999999999,0.004007855092743441,0.008669531150501245,0.008719834100079257,0.007712097771751688,0.005633015091521586,0.009014598242838881,0.005843942322938618,0.010544915046654996,0.004037254238509667,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;positive_directional_weighted_return;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;positive_directional_Pearson,False,False,False,False,当前20D候选研究不优先推进,alpha360_VOLUME,none_of_four_existing_flags,2014;2021,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME50,alpha360,c072fe3a7d3f216dff8ea49f5eecc4de85f4da2f0b0ab10f6dfc2385fcdb6a38,Liquidity,VolumeAmount,1/3,1,1.0,0.043117231298017956,1.0,0.03233453219218198,0.0090427193914192,0.9307837559728488,3361,0.3,0.0007178229891754381,0.008205183802690195,0.008881145054110674,0.00867767149587451,0.00771398690139844,0.04623066527821796,0.04141314603310854,0.03233453219218198,0.050772236996028376,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME51,alpha360,f9cc3689c076136c9a77393ee7b64afb0e69d46cc8e13c5c493dc97651ca6461,Liquidity,VolumeAmount,1/3,1,1.0,0.04357285235696018,1.0,0.03304776251289087,0.0090427193914192,0.9306943432025836,3361,0.3,0.0007329126425147326,0.008130645923840647,0.008856071858719563,0.008702227647472579,0.007785967045062531,0.0465783707269812,0.042188220706001464,0.03304776251289087,0.0508126293247184,directional_quantile_monotonicity_080,positive_directional_weighted_return,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME52,alpha360,03649d6ed56c08b8c15c4b3a7bbac794522903bdd22f98b040db9295e935df35,Liquidity,VolumeAmount,1/3,1,1.0,0.04370551433459419,1.0,0.03385200554656826,0.0090427193914192,0.9306049304323183,3361,0.3,0.0007450906731344088,0.008155400659297077,0.008978390488176379,0.008552682147723966,0.007788217150365873,0.04666159759666265,0.04223183959594538,0.03385200554656826,0.050426738119724715,directional_quantile_monotonicity_080,positive_directional_weighted_return,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME53,alpha360,d2eef773f2edbbe7b54948dc698ab38ea4a62112e99ec0bbca68e3648d079a6a,Liquidity,VolumeAmount,1/3,1,1.0,0.043783310777230744,1.0,0.034397669064799144,0.0090427193914192,0.9305073341203678,3361,0.3,0.0007740521263309804,0.00818024458338156,0.008920867922715814,0.008670549429981201,0.007683091712130316,0.046719462726473114,0.04248606161585724,0.034397669064799144,0.04987151978679778,directional_quantile_monotonicity_080,positive_directional_weighted_return,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME54,alpha360,2bc38c8e1f8bbb0314f16f6791d8eb2a64fdf39c063bc3324869a1625e0559bf,Liquidity,VolumeAmount,1/3,1,1.0,0.04399328883982235,1.0,0.03538260362549472,0.0090427193914192,0.9304253471564465,3361,0.3,0.0007481909450180916,0.008181507310898553,0.009039026637725645,0.008580944826954744,0.007684110753105691,0.04688164222412807,0.04243655829304413,0.03538260362549472,0.049630004674417416,directional_quantile_monotonicity_080,positive_directional_weighted_return,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME55,alpha360,943e353532925535cd62fa683300c263e6eaf30da69a46549de4f472a999e809,Liquidity,VolumeAmount,1/3,1,1.0,0.04441231120748626,1.0,0.03639277645330396,0.0090427193914192,0.9303513921871425,3361,0.3,0.0008886226174472755,0.008117773202460547,0.008849308677230648,0.008676125300277098,0.007705990872720975,0.04707354753890616,0.04293186758479156,0.03639277645330396,0.049742467240038175,directional_quantile_monotonicity_080,positive_directional_weighted_return,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME56,alpha360,c77a08f1922196b7d7a63cb84b3e675bcd69f095d108a34ca64b92d7a6680a32,Liquidity,VolumeAmount,1/3,1,1.0,0.044605320378852446,1.0,0.03694646972189278,0.0090427193914192,0.9302892578891615,3361,0.3,0.0008139674542255289,0.008191306478679628,0.008925596301975423,0.008623447500428543,0.007687933568256096,0.04725345173700444,0.043342974097771096,0.03694646972189278,0.04935854664947114,directional_quantile_monotonicity_080,positive_directional_weighted_return,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME57,alpha360,d496dfa3660800dc8a8eafe9828000f80e6a464f4b279058fde27c023bed5756,Liquidity,VolumeAmount,1/3,1,1.0,0.044882698121444645,1.0,0.037774768051828826,0.0090427193914192,0.9302256081204981,3361,0.3,0.00079433825260292,0.008218099760233567,0.008955640357413922,0.008573675593323513,0.007709536886415077,0.04734557538783978,0.0435281163018971,0.037774768051828826,0.04947495061991338,directional_quantile_monotonicity_080,positive_directional_weighted_return,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME58,alpha360,cef0068c9445eae8b92ff0fdae48d283e07298f4f151fce55e0eb8bb3694e911,Liquidity,VolumeAmount,1/3,1,1.0,0.04504035635536649,1.0,0.03812508715019469,0.0090427193914192,0.9301539263572176,3361,0.3,0.000885412224516358,0.008155266622183558,0.009014547839305114,0.008503033182582031,0.007709172137173444,0.047605152133381845,0.043532674897003604,0.03812508715019469,0.049419914406534635,directional_quantile_monotonicity_080,positive_directional_weighted_return,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME59,alpha360,eec36e9b5d4f3e86c083bbefa17dd5d903395c056d1dd1aed4978b93450af5d5,Liquidity,VolumeAmount,1/3,1,1.0,0.04548072844992464,1.0,0.03880687929416085,0.0090427193914192,0.9300972477536936,3361,0.3,0.0008762906960248883,0.008098821857341863,0.008960560382780805,0.008550096991826898,0.007782911843999934,0.047687851770609184,0.04446236125440137,0.03880687929416085,0.04970772072932114,directional_quantile_monotonicity_080,positive_directional_weighted_return;weighted_return_annual_agreement_060,all_conditions_pass,False,False,False,False,降低连续Alpha研究优先级,alpha360_VOLUME,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME6,alpha360,91d69b4edbb4ab4a67c9eda1703304cf56f6d7589c27b31564e5216e00f01201,Liquidity,VolumeAmount,0/3,0,1.0,0.008115862390526068,0.8571428571428571,0.004858570484357181,0.0256560875756547,0.939619707786943,3361,0.0,0.003940207026548921,0.00885676491762862,0.008706527544801715,0.007847582328706018,0.005429723848550799,0.008817333792066563,0.006117504103398759,0.012123521253395395,0.004858570484357181,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;positive_directional_weighted_return;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;positive_directional_Pearson,False,False,False,False,当前20D候选研究不优先推进,alpha360_VOLUME,none_of_four_existing_flags,2014;2021,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME7,alpha360,11aaf8245fe66135f8d348285f0aba1a21dd1bcf6071646ea8e64aaa8d72c2aa,Liquidity,VolumeAmount,0/3,0,1.0,0.009238650454201948,0.8571428571428571,0.005749127113341209,0.0090427193914192,0.9391056601314519,3361,0.09999999999999999,0.0037534344133875425,0.008857520752492734,0.008932304809440243,0.007886528062902699,0.00537714506362165,0.008953361430812486,0.008463461563576972,0.013856995045282485,0.005749127113341209,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;positive_directional_weighted_return;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;positive_directional_Pearson,False,False,False,False,当前20D候选研究不优先推进,alpha360_VOLUME,none_of_four_existing_flags,2014;2021,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME8,alpha360,4303df524dbd320d11d095e1b80e91d4cb37cec86fd3af8710ea0b5574ed4e0a,Liquidity,VolumeAmount,0/3,0,1.0,0.010420092018560988,0.8571428571428571,0.0063519570967249354,0.0090427193914192,0.9386269229428622,3361,0.0,0.00356992685528134,0.008971720198377149,0.008948910204703947,0.0079581008276609,0.005361019057436975,0.009917062328635762,0.010010988749385075,0.015586778686963475,0.0063519570967249354,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;positive_directional_weighted_return;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;positive_directional_Pearson,False,False,False,False,当前20D候选研究不优先推进,alpha360_VOLUME,none_of_four_existing_flags,2014;2021,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VOLUME9,alpha360,27e3cd3f71acf4714937a3ef6e971c30c4338042c473e77ac490545fdeafee0e,Liquidity,VolumeAmount,0/3,0,1.0,0.012018983137825538,0.8571428571428571,0.007087695610125017,0.0090427193914192,0.9381801621856725,3361,0.0,0.0033838773661258362,0.009050576218986087,0.008867877034736286,0.008076912044811509,0.005427328756307305,0.011500045691956987,0.01206945909375231,0.01758560364157808,0.007087695610125017,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002;positive_directional_weighted_return;weighted_return_annual_agreement_060,absolute_mean_rank_ic_002;positive_directional_Pearson,False,False,False,False,当前20D候选研究不优先推进,alpha360_VOLUME,none_of_four_existing_flags,2014;2021,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 滞后量/当前量的极端值可能影响数值加权；Rank IC与Pearson/加权收益分歧只作原因假设。 流动性/交易活跃度也可充当风险或条件变量；费用、规模中性化与容量均未验证。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VWAP0,alpha360,ba5a5920c7ea399e1f6926e3fcd7f7eeeaf781f2fd7fd1130cf749d184c62d82,PriceTrend,price_volume_pattern,0/3,0,1.0,0.014686836581228284,0.9285714285714286,0.006095565883912317,0.0090427193914192,0.9473208751540098,3360,0.3,0.0018788250316099837,0.008262157379240362,0.008815243479633089,0.008640106435949606,0.0067086860926572215,0.019820319387639288,0.018585957729907353,0.010696474174959343,0.006095565883912317,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha360_VWAP,none_of_four_existing_flags,2020,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 正方向历史价格/当前收盘价可体现反转，不能仅按PriceTrend标签解释为追涨。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VWAP1,alpha360,e5cf3fa9e6c87c9cf6da57d666ad3db10c1c76c1b003be9e200c0ed13f0acff1,PriceTrend,price_volume_pattern,0/3,0,1.0,0.014617558764665969,0.9285714285714286,0.010453753422825894,0.0090427193914192,0.9439672900807897,3361,0.3,0.0020433765040093334,0.008691538802810051,0.00931443375999893,0.008917086957960835,0.005647578482424489,0.019291350605956305,0.014785770413815964,0.010837671062613807,0.010453753422825894,absolute_mean_rank_ic_002;directional_quantile_monotonicity_080,absolute_mean_rank_ic_002,absolute_mean_rank_ic_002,False,False,False,False,当前20D候选研究不优先推进,alpha360_VWAP,none_of_four_existing_flags,2020,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 正方向历史价格/当前收盘价可体现反转，不能仅按PriceTrend标签解释为追涨。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
alpha360_VWAP10,alpha360,40be06f4ae9f67ab412b3b4d4c964837427a8939d1130e23aeeb0cf148fa877b,PriceTrend,price_volume_pattern,2/3,2,1.0,0.04274082154214178,1.0,0.0367786483031758,0.0090427193914192,0.9377682572541793,3361,0.7,-0.0005739033466937596,0.00770096785884773,0.009780385799555572,0.00984792436372997,0.008047366878774812,0.0367786483031758,0.06050745955879241,0.037263306715073066,0.04005849784477396,directional_quantile_monotonicity_080,all_conditions_pass,all_conditions_pass,False,False,False,False,保留分歧审阅,alpha360_VWAP,none_of_four_existing_flags,,历史价格/成交量与当期值的比值序列；相邻lag与OHLC/VWAP列为结构相近线索，尚未计算数值冗余。 正方向历史价格/当前收盘价可体现反转，不能仅按PriceTrend标签解释为追涨。,Codex_assisted_review,pending,2010_2023_primary_20d_descriptive_review_not_new_selection,26559c272310fd361fcb0c8de4b658b77946058241e4bf26ede281a71d64950b
