factor_name,required_fields,dependency_count,compute_adapter,pit_semantics,dependency_status,research_only
alpha360_OPEN58,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN59,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN6,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN7,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN8,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_OPEN9,"$close,$open",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME1,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME10,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME11,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME12,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME13,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME14,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME15,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME16,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME17,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME18,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME19,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME2,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME20,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME21,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME22,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME23,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME24,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME25,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME26,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME27,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME28,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME29,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME3,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME30,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME31,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME32,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME33,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME34,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME35,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME36,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME37,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME38,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME39,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME4,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME40,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME41,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME42,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME43,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME44,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME45,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME46,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME47,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME48,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME49,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME5,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME50,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME51,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME52,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME53,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME54,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME55,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME56,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME57,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME58,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME59,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME6,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME7,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME8,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VOLUME9,$volume,1,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP0,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP1,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP10,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP11,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP12,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP13,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP14,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP15,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP16,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP17,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP18,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP19,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP2,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP20,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP21,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP22,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP23,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP24,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP25,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP26,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP27,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP28,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP29,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP3,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP30,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP31,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP32,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP33,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP34,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP35,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP36,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP37,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP38,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP39,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP4,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP40,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP41,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP42,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP43,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP44,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP45,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP46,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP47,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP48,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP49,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP5,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP50,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP51,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP52,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP53,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP54,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP55,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP56,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP57,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP58,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP59,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP6,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP7,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP8,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
alpha360_VWAP9,"$close,$vwap",2,qlib_expression_adapter_pending,legacy_or_same_day_market_data,proven,True
mature_abnormal_turnover_20,turnover_rate_f,1,factor_universe_v2.mature_factors.compute_daily_basic_factors,row_t_after_close_usable_next_session,proven,True
mature_accruals_to_assets,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_amihud_illiquidity_20,"$amount,$close,$market_return,$open,$high,$low,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_amount_momentum_20,"$amount,$close,$market_return,$open,$high,$low,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_asset_growth_yoy,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_book_leverage,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_book_to_market_pit,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_book_to_price,pb,1,factor_universe_v2.mature_factors.compute_daily_basic_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_cash_ratio,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_cashflow_quality,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_cashflow_to_price_pit,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_cashflow_to_sales,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_current_ratio,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_dividend_yield_ttm,dv_ttm,1,factor_universe_v2.mature_factors.compute_daily_basic_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_downside_volatility_60,"$close,$market_return,$open,$high,$low,$amount,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_earnings_to_price_pit,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_earnings_yield_ttm,pe_ttm,1,factor_universe_v2.mature_factors.compute_daily_basic_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_extra_large_order_imbalance,"buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,net_mf_amount,traded_amount_cny",10,factor_universe_v2.mature_factors.compute_moneyflow_factors,row_t_after_close_usable_next_session,proven,True
mature_float_market_cap_ratio,"circ_mv,total_mv",2,factor_universe_v2.mature_factors.compute_daily_basic_factors,row_t_after_close_usable_next_session,proven,True
mature_gross_margin,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_gross_profitability,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_high_52w,"$close,$market_return,$open,$high,$low,$amount,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_idiosyncratic_volatility_60,"$close,$market_return,$open,$high,$low,$amount,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_institutional_flow_persistence_20,"buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,net_mf_amount,traded_amount_cny",10,factor_universe_v2.mature_factors.compute_moneyflow_factors,row_t_after_close_usable_next_session,proven,True
mature_institutional_order_imbalance,"buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,net_mf_amount,traded_amount_cny",10,factor_universe_v2.mature_factors.compute_moneyflow_factors,row_t_after_close_usable_next_session,proven,True
mature_intraday_return_20,"$open,$close,$market_return,$high,$low,$amount,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_large_order_imbalance,"buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,net_mf_amount,traded_amount_cny",10,factor_universe_v2.mature_factors.compute_moneyflow_factors,row_t_after_close_usable_next_session,proven,True
mature_log_float_market_cap,circ_mv,1,factor_universe_v2.mature_factors.compute_daily_basic_factors,row_t_after_close_usable_next_session,proven,True
mature_log_total_market_cap,total_mv,1,factor_universe_v2.mature_factors.compute_daily_basic_factors,row_t_after_close_usable_next_session,proven,True
mature_market_beta_60,"$close,$market_return,$open,$high,$low,$amount,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_max_daily_return_21,"$close,$market_return,$open,$high,$low,$amount,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_max_drawdown_60,"$close,$market_return,$open,$high,$low,$amount,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_medium_order_imbalance,"buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,net_mf_amount,traded_amount_cny",10,factor_universe_v2.mature_factors.compute_moneyflow_factors,row_t_after_close_usable_next_session,proven,True
mature_momentum_12_1,"$close,$market_return,$open,$high,$low,$amount,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_net_flow_persistence_20,"buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,net_mf_amount,traded_amount_cny",10,factor_universe_v2.mature_factors.compute_moneyflow_factors,row_t_after_close_usable_next_session,proven,True
mature_net_flow_persistence_5,"buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,net_mf_amount,traded_amount_cny",10,factor_universe_v2.mature_factors.compute_moneyflow_factors,row_t_after_close_usable_next_session,proven,True
mature_net_flow_to_traded_amount,"buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,net_mf_amount,traded_amount_cny",10,factor_universe_v2.mature_factors.compute_moneyflow_factors,row_t_after_close_usable_next_session,proven,True
mature_net_income_growth_yoy,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_net_margin,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_operating_cashflow_to_assets,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_operating_profitability,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_overall_order_imbalance,"buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,net_mf_amount,traded_amount_cny",10,factor_universe_v2.mature_factors.compute_moneyflow_factors,row_t_after_close_usable_next_session,proven,True
mature_overnight_return_20,"$open,$close,$market_return,$high,$low,$amount,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_parkinson_volatility_20,"$high,$low,$close,$market_return,$open,$amount,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_realized_volatility_60,"$close,$market_return,$open,$high,$low,$amount,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_return_on_assets,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_return_skewness_60,"$close,$market_return,$open,$high,$low,$amount,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_revenue_growth_yoy,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_reversal_1m,"$close,$market_return,$open,$high,$low,$amount,$vwap",7,factor_universe_v2.mature_factors.compute_market_factors,row_t_after_close_usable_next_session,proven,True
mature_sales_to_price_pit,"information_available_date,revenue,oper_cost,operate_profit,n_income_attr_p,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,n_cashflow_act,prior_total_assets,prior_revenue,prior_n_income_attr_p,total_mv_cny",16,factor_universe_v2.mature_factors.compute_fundamental_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_sales_to_price_ttm,ps_ttm,1,factor_universe_v2.mature_factors.compute_daily_basic_factors,statement_revision_available_by_decision_date;market_cap_row_t_after_close,proven,True
mature_small_order_imbalance,"buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,buy_elg_amount,sell_elg_amount,net_mf_amount,traded_amount_cny",10,factor_universe_v2.mature_factors.compute_moneyflow_factors,row_t_after_close_usable_next_session,proven,True
mature_turnover_mean_20,turnover_rate_f,1,factor_universe_v2.mature_factors.compute_daily_basic_factors,row_t_after_close_usable_next_session,proven,True
mature_turnover_rate_free_float,turnover_rate_f,1,factor_universe_v2.mature_factors.compute_daily_basic_factors,row_t_after_close_usable_next_session,proven,True
mature_turnover_volatility_20,turnover_rate_f,1,factor_universe_v2.mature_factors.compute_daily_basic_factors,row_t_after_close_usable_next_session,proven,True
