factor,source,original_family,original_subfamily,primary_family,secondary_family,economic_subfamily,mechanism,research_role,sleeve_id,expected_direction,direction_rationale,evidence_level,intended_role,data_horizon,turnover_implication,global_coverage,global_qualified_month_fraction,definition,lineage_status
alpha360_OPEN52,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.997348967469203,1.0,"Qlib Alpha360 expression: Ref($open, 52)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_OPEN53,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973481945734214,1.0,"Qlib Alpha360 expression: Ref($open, 53)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_OPEN54,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973466487818584,1.0,"Qlib Alpha360 expression: Ref($open, 54)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_OPEN55,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973466487818584,1.0,"Qlib Alpha360 expression: Ref($open, 55)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_OPEN56,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973470352297492,1.0,"Qlib Alpha360 expression: Ref($open, 56)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_OPEN57,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.997345489438186,1.0,"Qlib Alpha360 expression: Ref($open, 57)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_OPEN58,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973443300945136,1.0,"Qlib Alpha360 expression: Ref($open, 58)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_OPEN59,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_short_to_medium,medium_or_unknown,0.9973439436466228,1.0,"Qlib Alpha360 expression: Ref($open, 59)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_OPEN6,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9977528055150752,1.0,"Qlib Alpha360 expression: Ref($open, 6)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_OPEN7,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9976782210721532,1.0,"Qlib Alpha360 expression: Ref($open, 7)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_OPEN8,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9976051824207948,1.0,"Qlib Alpha360 expression: Ref($open, 8)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_OPEN9,alpha360,PriceTrend,NormalizedLag,TechnicalPriceVolume,,price_path_pattern,formula_based_price_or_volume_pattern,exploratory_candidate,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,exploratory_candidate,daily_medium_to_long,medium_or_unknown,0.9975394862793608,1.0,"Qlib Alpha360 expression: Ref($open, 9)/$close Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME1,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.998361847390955,1.0,"Qlib Alpha360 expression: Ref($volume, 1)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME10,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9974795868562888,1.0,"Qlib Alpha360 expression: Ref($volume, 10)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME11,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9974710850026915,1.0,"Qlib Alpha360 expression: Ref($volume, 11)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME12,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.997461423805422,1.0,"Qlib Alpha360 expression: Ref($volume, 12)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME13,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.997452535503934,1.0,"Qlib Alpha360 expression: Ref($volume, 13)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME14,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9974436472024456,1.0,"Qlib Alpha360 expression: Ref($volume, 14)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME15,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9974343724530668,1.0,"Qlib Alpha360 expression: Ref($volume, 15)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME16,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9974278028389236,1.0,"Qlib Alpha360 expression: Ref($volume, 16)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME17,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9974200738811078,1.0,"Qlib Alpha360 expression: Ref($volume, 17)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME18,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9974127313711828,1.0,"Qlib Alpha360 expression: Ref($volume, 18)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME19,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9974061617570394,1.0,"Qlib Alpha360 expression: Ref($volume, 19)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME2,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9982153836403468,1.0,"Qlib Alpha360 expression: Ref($volume, 2)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME20,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9973999785907868,1.0,"Qlib Alpha360 expression: Ref($volume, 20)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME21,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9973930225287528,1.0,"Qlib Alpha360 expression: Ref($volume, 21)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME22,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973837477793738,1.0,"Qlib Alpha360 expression: Ref($volume, 22)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME23,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973767917173396,1.0,"Qlib Alpha360 expression: Ref($volume, 23)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME24,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973702221031964,1.0,"Qlib Alpha360 expression: Ref($volume, 24)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME25,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9973640389369436,1.0,"Qlib Alpha360 expression: Ref($volume, 25)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME26,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.997361720249599,1.0,"Qlib Alpha360 expression: Ref($volume, 26)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME27,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973609473538174,1.0,"Qlib Alpha360 expression: Ref($volume, 27)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME28,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973574693228004,1.0,"Qlib Alpha360 expression: Ref($volume, 28)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME29,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973551506354555,1.0,"Qlib Alpha360 expression: Ref($volume, 29)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME3,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9980789675348992,1.0,"Qlib Alpha360 expression: Ref($volume, 3)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME30,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.99735244550022,1.0,"Qlib Alpha360 expression: Ref($volume, 30)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME31,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973501268128754,1.0,"Qlib Alpha360 expression: Ref($volume, 31)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME32,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973493539170938,1.0,"Qlib Alpha360 expression: Ref($volume, 32)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME33,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973485810213122,1.0,"Qlib Alpha360 expression: Ref($volume, 33)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME34,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973470352297492,1.0,"Qlib Alpha360 expression: Ref($volume, 34)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME35,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9973470352297492,1.0,"Qlib Alpha360 expression: Ref($volume, 35)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME36,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973466487818584,1.0,"Qlib Alpha360 expression: Ref($volume, 36)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME37,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973451029902952,1.0,"Qlib Alpha360 expression: Ref($volume, 37)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME38,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973427843029504,1.0,"Qlib Alpha360 expression: Ref($volume, 38)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME39,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973412385113872,1.0,"Qlib Alpha360 expression: Ref($volume, 39)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME4,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.997952599074612,1.0,"Qlib Alpha360 expression: Ref($volume, 4)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME40,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973420114071688,1.0,"Qlib Alpha360 expression: Ref($volume, 40)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME41,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.997341624959278,1.0,"Qlib Alpha360 expression: Ref($volume, 41)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME42,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973427843029504,1.0,"Qlib Alpha360 expression: Ref($volume, 42)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME43,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973439436466228,1.0,"Qlib Alpha360 expression: Ref($volume, 43)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME44,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973443300945136,1.0,"Qlib Alpha360 expression: Ref($volume, 44)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME45,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9973458758860768,1.0,"Qlib Alpha360 expression: Ref($volume, 45)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME46,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.99734742167764,1.0,"Qlib Alpha360 expression: Ref($volume, 46)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME47,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973481945734214,1.0,"Qlib Alpha360 expression: Ref($volume, 47)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME48,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.9973485810213122,1.0,"Qlib Alpha360 expression: Ref($volume, 48)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME49,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_medium_to_long,high,0.997348967469203,1.0,"Qlib Alpha360 expression: Ref($volume, 49)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME5,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9978358918115944,1.0,"Qlib Alpha360 expression: Ref($volume, 5)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME50,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9973493539170938,1.0,"Qlib Alpha360 expression: Ref($volume, 50)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME51,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9973493539170938,1.0,"Qlib Alpha360 expression: Ref($volume, 51)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME52,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.997348967469203,1.0,"Qlib Alpha360 expression: Ref($volume, 52)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME53,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9973481945734214,1.0,"Qlib Alpha360 expression: Ref($volume, 53)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME54,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9973466487818584,1.0,"Qlib Alpha360 expression: Ref($volume, 54)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME55,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9973466487818584,1.0,"Qlib Alpha360 expression: Ref($volume, 55)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
alpha360_VOLUME56,alpha360,Liquidity,VolumeAmount,LiquidityTrading,,VolumeAmount,liquidity_or_speculative_activity,alpha_or_conditioning,,ambiguous_not_used,No V1 sleeve direction assigned; physical qualification is not economic evidence.,weak_or_exploratory,alpha_or_conditioning,daily_short_to_medium,high,0.9973470352297492,1.0,"Qlib Alpha360 expression: Ref($volume, 56)/($volume+1e-12) Alpha360 batch V4 passed.",legacy_v1
